contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
AAPL260318C00310000,2026-03-03 16:58:39,310.0,0.03,,3,264.965,30.15,0.0,0.1,0.1,15.126,c
AAPL260318P00285000,2026-03-05 15:50:31,285.0,24.99,,0,260.515,30.65,22.6,24.9,2.3,13.173,p
AAPL260318P00282500,2026-03-05 15:50:31,282.5,22.58,,0,260.515,30.65,20.1,22.4,2.3,13.173,p
AAPL260318P00277500,2026-03-05 15:53:46,277.5,17.23,,6,260.74,30.54,14.8,17.5,2.7,13.171,p
AAPL260318C00295000,2026-03-05 20:59:06,295.0,0.05,,6,260.26,31.33,0.0,0.04,0.04,12.959,c
AAPL260318P00195000,2026-03-06 15:13:49,195.0,0.09,2.0,104,256.562,33.56,0.0,0.06,0.06,12.199,p
AAPL260318P00280000,2026-03-06 15:30:27,280.0,23.49,5.0,10,256.685,32.81,17.8,19.9,2.1,12.187,p
AAPL260318C00222500,2026-03-09 14:08:41,222.5,34.22,152.0,23,255.93,34.93,37.9,40.25,2.35,9.244,c
AAPL260318P00270000,2026-03-09 14:24:14,270.0,14.6,1.0,34,256.64,34.46,8.3,10.7,2.4,9.233,p
AAPL260318P00272500,2026-03-09 14:27:43,272.5,16.82,54.0,10,255.675,34.77,10.55,12.5,1.95,9.231,p
AAPL260318C00235000,2026-03-09 14:29:08,235.0,21.9,20.0,62,255.71,34.79,25.7,27.65,1.95,9.23,c
AAPL260318P00220000,2026-03-09 15:03:19,220.0,0.22,15.0,117,257.433,33.26,0.05,0.1,0.05,9.206,p
AAPL260318C00225000,2026-03-09 15:12:01,225.0,32.93,128.0,36,257.406,33.0,35.45,37.65,2.2,9.2,c
AAPL260318C00227500,2026-03-09 15:12:01,227.5,30.48,128.0,35,257.406,33.0,33.0,35.3,2.3,9.2,c
AAPL260318C00232500,2026-03-09 15:20:38,232.5,25.74,78.0,30,257.485,32.79,28.05,30.4,2.35,9.194,c
AAPL260318C00230000,2026-03-09 15:20:38,230.0,28.15,78.0,24,257.485,32.79,30.5,32.85,2.35,9.194,c
AAPL260318P00200000,2026-03-09 15:26:11,200.0,0.05,14.0,13,257.64,32.66,0.0,0.04,0.04,9.19,p
AAPL260318P00210000,2026-03-09 16:54:17,210.0,0.11,1.0,1,257.668,32.18,0.02,0.06,0.04,9.129,p
AAPL260318P00215000,2026-03-09 17:34:31,215.0,0.17,11.0,21,256.43,32.88,0.03,0.07,0.04,9.101,p
AAPL260318C00220000,2026-03-09 17:36:12,220.0,37.53,153.0,23,256.235,32.88,40.4,42.55,2.15,9.1,c
AAPL260318P00222500,2026-03-09 18:14:33,222.5,0.24,7.0,7,256.84,32.68,0.07,0.12,0.05,9.073,p
AAPL260318P00230000,2026-03-09 19:21:08,230.0,0.18,2.0,64,259.17,31.38,0.15,0.19,0.04,9.027,p
AAPL260318P00232500,2026-03-09 19:32:57,232.5,0.35,3.0,44,260.26,30.83,0.19,0.24,0.05,9.019,p
AAPL260318P00225000,2026-03-09 19:47:17,225.0,0.22,19.0,19,260.13,30.92,0.09,0.14,0.05,9.009,p
AAPL260318C00287500,2026-03-10 13:30:00,287.5,0.07,100.0,2,258.44,30.91,0.02,0.06,0.04,8.271,c
AAPL260318P00265000,2026-03-10 13:39:06,265.0,7.15,12.0,130,258.74,30.57,5.9,6.0,0.1,8.265,p
AAPL260318C00277500,2026-03-10 13:42:07,277.5,0.18,49.0,220,258.45,30.91,0.2,0.24,0.04,8.262,c
AAPL260318C00250000,2026-03-10 13:52:08,250.0,10.65,10.0,11,258.55,30.7,11.85,13.7,1.85,8.255,c
AAPL260318C00245000,2026-03-10 14:29:19,245.0,16.1,5.0,50,259.97,30.12,16.35,18.4,2.05,8.23,c
AAPL260318P00240000,2026-03-10 14:43:02,240.0,0.45,9.0,128,261.12,29.6,0.4,0.46,0.06,8.22,p
AAPL260318P00267500,2026-03-10 14:43:05,267.5,7.75,1.0,23,261.12,29.6,7.6,7.75,0.15,8.22,p
AAPL260318P00235000,2026-03-10 14:51:26,235.0,0.27,106.0,103,261.37,29.56,0.25,0.29,0.04,8.214,p
AAPL260318P00252500,2026-03-10 14:53:34,252.5,1.49,73.0,284,261.365,29.51,1.52,1.6,0.08,8.213,p
AAPL260318C00255000,2026-03-10 14:53:35,255.0,8.65,17.0,77,261.365,29.51,8.45,8.6,0.15,8.213,c
AAPL260318C00252500,2026-03-10 14:53:36,252.5,10.65,22.0,55,261.365,29.51,10.4,10.6,0.2,8.213,c
AAPL260318P00255000,2026-03-10 15:00:49,255.0,2.0,26.0,134,261.57,29.33,2.01,2.09,0.08,8.208,p
AAPL260318C00280000,2026-03-10 15:01:12,280.0,0.17,16.0,101,261.57,29.33,0.12,0.15,0.03,8.208,c
AAPL260318P00275000,2026-03-10 15:02:24,275.0,13.45,3.0,5,261.655,29.29,12.8,14.95,2.15,8.207,p
AAPL260318C00282500,2026-03-10 15:03:34,282.5,0.12,16.0,24,261.39,29.33,0.07,0.11,0.04,8.206,c
AAPL260318P00237500,2026-03-10 15:05:05,237.5,0.34,3.0,55,261.21,29.42,0.28,0.37,0.09,8.205,p
AAPL260318P00245000,2026-03-10 15:06:42,245.0,0.72,44.0,125,261.15,29.41,0.68,0.72,0.04,8.204,p
AAPL260318C00290000,2026-03-10 15:15:16,290.0,0.02,50.0,85,261.26,29.4,0.01,0.05,0.04,8.198,c
AAPL260318C00267500,2026-03-10 15:17:10,267.5,1.61,70.0,207,261.495,29.35,1.57,1.64,0.07,8.196,c
AAPL260318P00262500,2026-03-10 15:18:38,262.5,4.55,120.0,28,261.49,29.35,4.6,4.7,0.1,8.195,p
AAPL260318C00257500,2026-03-10 15:23:01,257.5,6.79,83.0,143,261.27,29.43,6.6,6.75,0.15,8.192,c
AAPL260318P00242500,2026-03-10 15:24:57,242.5,0.55,6.0,17,261.244,29.6,0.53,0.58,0.05,8.191,p
AAPL260318C00240000,2026-03-10 15:26:29,240.0,22.28,38.0,1,261.265,29.59,21.05,23.15,2.1,8.19,c
AAPL260318C00237500,2026-03-10 15:26:29,237.5,24.69,38.0,40,261.265,29.59,22.75,25.55,2.8,8.19,c
AAPL260318C00265000,2026-03-10 15:29:15,265.0,2.49,450.0,252,261.31,29.62,2.44,2.52,0.08,8.188,c
AAPL260318C00262500,2026-03-10 15:31:38,262.5,3.55,147.0,140,261.21,29.62,3.6,3.7,0.1,8.186,c
AAPL260318P00260000,2026-03-10 15:32:31,260.0,3.66,81.0,194,261.16,29.6,3.5,3.65,0.15,8.186,p
AAPL260318C00285000,2026-03-10 15:32:36,285.0,0.06,32.0,216,261.16,29.6,0.05,0.07,0.02,8.186,c
AAPL260318C00270000,2026-03-10 15:32:52,270.0,0.99,130.0,366,261.16,29.6,0.98,1.03,0.05,8.186,c
AAPL260318C00272500,2026-03-10 15:35:02,272.5,0.64,81.0,93,261.22,29.6,0.58,0.63,0.05,8.184,c
AAPL260318P00247500,2026-03-10 15:37:02,247.5,0.93,42.0,239,261.221,29.6,0.87,0.93,0.06,8.183,p
AAPL260318P00227500,2026-03-10 15:37:02,227.5,0.14,1.0,27,261.221,29.6,0.12,0.16,0.04,8.183,p
