contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
AAPL260402P00155000,2026-02-13 15:45:05,155.0,0.5,,1,260.65,32.13,0.04,0.07,0.03,48.177,p
AAPL260402C00110000,2026-02-13 20:33:27,110.0,146.9,,0,260.65,32.13,144.9,148.25,3.35,47.977,c
AAPL260402C00340000,2026-02-17 16:17:07,340.0,0.13,5.0,10,260.65,32.13,0.02,0.7,0.68,44.155,c
AAPL260402P00120000,2026-02-17 20:52:00,120.0,0.03,,3,260.65,32.13,0.0,0.69,0.69,43.964,p
AAPL260402C00350000,2026-02-18 20:36:39,350.0,0.16,1.0,2,260.65,32.13,0.0,0.71,0.71,42.975,c
AAPL260402C00185000,2026-02-20 18:47:16,185.0,80.27,2.0,2,260.65,32.13,70.6,73.05,2.45,41.051,c
AAPL260402P00305000,2026-02-24 19:30:58,305.0,32.9,2.0,0,260.65,32.13,47.8,50.8,3.0,37.02,p
AAPL260402C00175000,2026-02-24 20:12:33,175.0,97.81,1.0,2,260.65,32.13,80.35,83.0,2.65,36.991,c
AAPL260402C00400000,2026-02-25 14:30:03,400.0,0.08,,10,260.65,32.13,0.0,0.1,0.1,36.229,c
AAPL260402C00335000,2026-02-25 15:56:50,335.0,0.06,1.0,5,260.65,32.13,0.0,0.68,0.68,36.169,c
AAPL260402C00205000,2026-02-25 18:44:12,205.0,70.42,1.0,3,260.65,32.13,50.95,53.6,2.65,36.053,c
AAPL260402C00330000,2026-02-27 16:17:20,330.0,0.05,1.0,7,260.65,32.13,0.0,0.03,0.03,34.155,c
AAPL260402C00325000,2026-02-27 16:42:22,325.0,0.06,3.0,3,260.65,32.13,0.0,0.04,0.04,34.137,c
AAPL260402C00220000,2026-03-02 14:58:28,220.0,44.32,1.0,3,263.13,30.96,37.1,39.5,2.4,31.209,c
AAPL260402C00210000,2026-03-02 15:15:33,210.0,54.8,2.0,5,264.36,30.06,46.4,48.5,2.1,31.198,c
AAPL260402P00300000,2026-03-02 20:27:48,300.0,36.68,21.0,0,264.48,30.71,41.95,45.2,3.25,30.981,p
AAPL260402C00190000,2026-03-03 14:52:17,190.0,73.8,1.0,1,262.82,33.73,65.55,68.6,3.05,30.214,c
AAPL260402C00245000,2026-03-03 15:13:40,245.0,23.3,20.0,34,264.13,33.62,16.4,16.6,0.2,30.199,c
AAPL260402C00320000,2026-03-03 20:04:10,320.0,0.04,1.0,139,262.98,31.37,0.01,0.05,0.04,29.997,c
AAPL260402C00310000,2026-03-05 15:02:18,310.0,0.06,6.0,178,259.89,30.7,0.04,0.07,0.03,28.207,c
AAPL260402P00295000,2026-03-05 16:45:56,295.0,34.95,8.0,0,260.96,31.3,37.8,40.25,2.45,28.135,p
AAPL260402P00285000,2026-03-05 16:49:18,285.0,24.15,24.0,55,260.635,31.43,27.9,30.4,2.5,28.132,p
AAPL260402P00290000,2026-03-05 16:49:18,290.0,28.86,49.0,9,260.635,31.43,32.8,35.35,2.55,28.132,p
AAPL260402P00275000,2026-03-05 20:53:42,275.0,16.55,25.0,187,260.19,31.4,18.8,21.0,2.2,27.963,p
AAPL260402P00195000,2026-03-06 14:30:03,195.0,0.38,6.0,198,256.5,34.31,0.36,0.39,0.03,27.229,p
AAPL260402C00215000,2026-03-06 14:30:52,215.0,43.15,2.0,1,256.155,34.31,41.75,43.1,1.35,27.229,c
AAPL260402C00225000,2026-03-06 14:35:42,225.0,32.06,4.0,9,254.705,35.48,32.95,34.35,1.4,27.225,c
AAPL260402P00280000,2026-03-06 14:37:11,280.0,25.6,3.0,36,254.88,35.5,23.2,25.75,2.55,27.224,p
AAPL260402C00235000,2026-03-06 14:40:25,235.0,24.45,2.0,66,255.49,35.08,23.75,25.15,1.4,27.222,c
AAPL260402P00200000,2026-03-06 14:44:32,200.0,0.54,1.0,559,255.33,34.79,0.45,0.49,0.04,27.219,p
AAPL260402P00205000,2026-03-06 14:49:03,205.0,0.68,7.0,219,255.2,34.84,0.57,0.61,0.04,27.216,p
AAPL260402P00210000,2026-03-06 14:49:03,210.0,0.85,1.0,89,255.2,34.84,0.73,0.77,0.04,27.216,p
AAPL260402P00215000,2026-03-06 14:51:30,215.0,1.08,20.0,182,255.77,34.53,0.92,0.97,0.05,27.214,p
AAPL260402C00290000,2026-03-06 14:53:03,290.0,0.31,44.0,1782,255.87,34.6,0.31,0.35,0.04,27.213,c
AAPL260402C00240000,2026-03-06 14:53:08,240.0,20.4,15.0,30,255.87,34.6,20.35,20.6,0.25,27.213,c
AAPL260402P00220000,2026-03-06 14:53:52,220.0,1.33,3.0,310,255.725,34.61,1.17,1.22,0.05,27.213,p
AAPL260402P00270000,2026-03-06 14:54:19,270.0,16.25,7.0,268,255.725,34.61,15.55,15.8,0.25,27.212,p
AAPL260402C00230000,2026-03-06 14:55:49,230.0,28.38,2.0,10,255.32,34.74,28.35,29.6,1.25,27.211,c
AAPL260402C00295000,2026-03-06 15:03:09,295.0,0.2,32.0,513,256.2,33.59,0.18,0.22,0.04,27.206,c
AAPL260402P00230000,2026-03-06 15:04:09,230.0,2.0,21.0,799,256.1,33.75,1.94,1.99,0.05,27.205,p
