contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
TLT260410P00096000,2026-02-26 20:17:27,96.0,6.15,,0,90.66,12.11,0.0,0.0,0.0,42.988,p
TLT260410P00092000,2026-02-27 16:03:34,92.0,2.31,6.0,0,90.645,11.93,0.0,0.0,0.0,42.164,p
TLT260410C00105000,2026-02-27 20:38:04,105.0,0.05,1.0,0,90.775,12.34,0.0,0.0,0.0,41.974,c
TLT260410P00081000,2026-03-03 14:30:04,81.0,0.04,99.0,0,88.99,12.67,0.0,0.0,0.0,38.229,p
TLT260410C00110000,2026-03-03 14:30:09,110.0,0.02,1.0,0,88.99,12.67,0.0,0.0,0.0,38.229,c
TLT260410P00090500,2026-03-03 16:49:29,90.5,1.87,2.0,0,89.485,13.28,0.0,0.0,0.0,38.132,p
TLT260410C00100000,2026-03-04 15:19:44,100.0,0.03,100.0,0,89.205,11.79,0.0,0.0,0.0,37.195,c
TLT260410C00099000,2026-03-04 16:00:04,99.0,0.04,30.0,0,89.24,11.5,0.0,0.0,0.0,37.167,c
TLT260410C00095500,2026-03-04 18:08:19,95.5,0.08,7.0,0,89.34,11.58,0.0,0.0,0.0,37.078,c
TLT260410P00091000,2026-03-04 20:36:02,91.0,2.29,2.0,0,89.185,11.65,0.0,0.0,0.0,36.975,p
TLT260410P00070000,2026-03-05 14:58:40,70.0,0.01,1.0,0,88.635,11.99,0.0,0.0,0.0,36.209,p
TLT260410C00087500,2026-03-05 15:07:28,87.5,2.0,2.0,0,88.73,11.97,0.0,0.0,0.0,36.203,c
TLT260410P00090000,2026-03-05 15:09:44,90.0,1.91,35.0,0,88.737,11.94,0.0,0.0,0.0,36.202,p
TLT260410C00093000,2026-03-05 15:24:08,93.0,0.17,21.0,0,88.76,12.13,0.0,0.0,0.0,36.192,c
TLT260410C00087000,2026-03-05 16:01:05,87.0,2.4,7000.0,0,88.76,12.12,0.0,0.0,0.0,36.166,c
TLT260410C00094500,2026-03-05 16:14:58,94.5,0.1,4.0,0,88.675,12.25,0.0,0.0,0.0,36.156,c
TLT260410C00094000,2026-03-05 18:09:31,94.0,0.13,4.0,0,88.81,12.56,0.0,0.0,0.0,36.077,c
