contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
QQQ260312C00649000,2026-02-27 15:49:00,649.0,0.08,1.0,0,607.05,24.81,0.0,0.0,0.0,13.174,c
QQQ260312P00625000,2026-03-03 19:45:01,625.0,22.36,33.0,0,603.46,26.26,0.0,0.0,0.0,9.01,p
QQQ260312C00641000,2026-03-04 15:21:12,641.0,0.04,43.0,0,609.47,24.69,0.0,0.0,0.0,8.194,c
QQQ260312C00590000,2026-03-04 15:58:21,590.0,23.8,8.0,0,610.691,24.31,0.0,0.0,0.0,8.168,c
QQQ260312C00585000,2026-03-04 18:15:29,585.0,28.99,15.0,0,611.495,24.51,0.0,0.0,0.0,8.073,c
QQQ260312C00540000,2026-03-04 21:01:40,540.0,71.22,2.0,0,610.637,25.02,0.0,0.0,0.0,7.957,c
QQQ260312C00645000,2026-03-05 14:51:33,645.0,0.02,1.0,0,610.775,25.39,0.0,0.0,0.0,7.214,c
QQQ260312C00580000,2026-03-05 16:38:27,580.0,30.34,13.0,0,608.2,26.34,0.0,0.0,0.0,7.14,c
QQQ260312C00570000,2026-03-05 16:38:27,570.0,39.56,9.0,0,608.2,26.34,0.0,0.0,0.0,7.14,c
QQQ260312C00635000,2026-03-05 17:31:23,635.0,0.11,3539.0,0,604.97,27.65,0.0,0.0,0.0,7.103,c
QQQ260312P00525000,2026-03-05 18:57:50,525.0,0.27,2.0,0,603.16,28.18,0.0,0.0,0.0,7.043,p
QQQ260312C00655000,2026-03-05 19:11:38,655.0,0.01,1.0,0,603.87,28.15,0.0,0.0,0.0,7.034,c
QQQ260312C00595000,2026-03-05 19:41:02,595.0,14.9,19.0,0,603.87,28.29,0.0,0.0,0.0,7.013,c
QQQ260312C00638000,2026-03-05 20:01:39,638.0,0.04,56.0,0,604.33,27.96,0.0,0.0,0.0,6.999,c
QQQ260312C00639000,2026-03-05 20:21:50,639.0,0.03,41.0,0,606.43,26.77,0.0,0.0,0.0,6.985,c
QQQ260312P00550000,2026-03-05 20:26:06,550.0,0.4,265.0,0,607.46,26.51,0.0,0.0,0.0,6.982,p
QQQ260312C00629000,2026-03-05 20:29:58,629.0,0.35,123.0,0,606.81,26.78,0.0,0.0,0.0,6.979,c
QQQ260312P00500000,2026-03-05 20:31:04,500.0,0.11,29.0,0,607.03,26.64,0.0,0.0,0.0,6.978,p
QQQ260312P00579000,2026-03-05 20:31:39,579.0,1.81,138.0,0,607.33,26.57,0.0,0.0,0.0,6.978,p
QQQ260312P00583000,2026-03-05 20:31:39,583.0,2.26,311.0,0,607.33,26.57,0.0,0.0,0.0,6.978,p
QQQ260312C00637000,2026-03-05 20:33:42,637.0,0.04,216.0,0,607.34,26.71,0.0,0.0,0.0,6.977,c
QQQ260312C00633000,2026-03-05 20:37:57,633.0,0.12,456.0,0,607.69,26.47,0.0,0.0,0.0,6.974,c
QQQ260312C00603000,2026-03-05 20:39:15,603.0,11.06,600.0,0,607.23,26.67,0.0,0.0,0.0,6.973,c
QQQ260312P00599000,2026-03-05 20:39:38,599.0,5.2,253.0,0,607.16,26.65,0.0,0.0,0.0,6.972,p
QQQ260312P00540000,2026-03-05 20:39:55,540.0,0.27,14.0,0,607.16,26.65,0.0,0.0,0.0,6.972,p
QQQ260312P00586000,2026-03-05 20:40:01,586.0,2.58,262.0,0,607.16,26.65,0.0,0.0,0.0,6.972,p
QQQ260312P00591000,2026-03-05 20:41:49,591.0,3.47,203.0,0,607.17,26.65,0.0,0.0,0.0,6.971,p
QQQ260312P00581000,2026-03-05 20:43:14,581.0,1.97,111.0,0,606.81,26.76,0.0,0.0,0.0,6.97,p
QQQ260312C00636000,2026-03-05 20:44:03,636.0,0.04,15.0,0,606.95,26.72,0.0,0.0,0.0,6.969,c
QQQ260312C00623000,2026-03-05 20:45:34,623.0,1.15,234.0,0,606.675,26.73,0.0,0.0,0.0,6.968,c
QQQ260312P00589000,2026-03-05 20:46:00,589.0,3.15,504.0,0,606.675,26.73,0.0,0.0,0.0,6.968,p
QQQ260312C00632000,2026-03-05 20:47:12,632.0,0.11,16.0,0,606.66,26.72,0.0,0.0,0.0,6.967,c
QQQ260312P00611000,2026-03-05 20:48:31,611.0,9.28,194.0,0,607.49,26.51,0.0,0.0,0.0,6.966,p
