contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
SPY260312P00725000,2026-02-26 14:56:48,725.0,34.0,,0,683.41,21.35,0.0,0.0,0.0,14.211,p
SPY260312C00760000,2026-02-27 14:30:35,760.0,0.01,1.0,0,683.07,21.35,0.0,0.0,0.0,13.229,c
SPY260312C00500000,2026-02-27 16:45:49,500.0,187.37,2.0,0,684.93,20.1,0.0,0.0,0.0,13.135,c
SPY260312C00721000,2026-02-27 18:24:55,721.0,0.03,2.0,0,683.185,20.89,0.0,0.0,0.0,13.066,c
SPY260312C00719000,2026-02-27 20:50:57,719.0,0.02,50.0,0,685.35,20.11,0.0,0.0,0.0,12.965,c
SPY260312C00625000,2026-03-02 15:52:59,625.0,60.53,1.0,0,683.74,21.68,0.0,0.0,0.0,10.172,c
SPY260312C00718000,2026-03-02 19:59:48,718.0,0.03,70.0,0,688.005,20.45,0.0,0.0,0.0,10.0,c
SPY260312C00720000,2026-03-03 15:30:06,720.0,0.02,45.0,0,670.21,27.99,0.0,0.0,0.0,9.187,c
SPY260312C00662000,2026-03-03 17:44:47,662.0,21.39,2.0,0,678.09,24.0,0.0,0.0,0.0,9.094,c
SPY260312P00540000,2026-03-03 18:06:05,540.0,0.16,250.0,0,678.56,23.8,0.0,0.0,0.0,9.079,p
SPY260312C00725000,2026-03-04 16:03:14,725.0,0.01,1.0,0,686.495,20.4,0.0,0.0,0.0,8.164,c
SPY260312C00717000,2026-03-04 18:46:17,717.0,0.02,8.0,0,686.4,20.67,0.0,0.0,0.0,8.051,c
SPY260312C00714000,2026-03-04 19:26:54,714.0,0.02,4.0,0,686.646,20.61,0.0,0.0,0.0,8.023,c
SPY260312C00713000,2026-03-05 14:41:45,713.0,0.03,1.0,0,683.115,21.98,0.0,0.0,0.0,7.221,c
SPY260312C00712000,2026-03-05 16:23:11,712.0,0.02,15.0,0,679.44,23.45,0.0,0.0,0.0,7.151,c
SPY260312P00535000,2026-03-05 16:56:46,535.0,0.07,21.0,0,681.19,22.88,0.0,0.0,0.0,7.127,p
SPY260312P00694000,2026-03-05 17:13:55,694.0,14.21,402.0,0,680.55,23.1,0.0,0.0,0.0,7.115,p
SPY260312P00515000,2026-03-05 17:35:26,515.0,0.06,11.0,0,677.285,24.47,0.0,0.0,0.0,7.1,p
SPY260312P00689000,2026-03-05 17:44:08,689.0,14.08,75.0,0,677.27,24.5,0.0,0.0,0.0,7.094,p
SPY260312P00695000,2026-03-05 18:07:37,695.0,17.97,13.0,0,677.675,24.36,0.0,0.0,0.0,7.078,p
SPY260312C00667000,2026-03-05 18:08:26,667.0,16.05,2.0,0,677.675,24.36,0.0,0.0,0.0,7.077,c
SPY260312C00710000,2026-03-05 18:39:56,710.0,0.02,9.0,0,677.26,24.67,0.0,0.0,0.0,7.056,c
SPY260312C00665000,2026-03-05 18:53:16,665.0,16.63,35.0,0,676.3,25.16,0.0,0.0,0.0,7.046,c
SPY260312C00650000,2026-03-05 19:32:19,650.0,28.81,14.0,0,675.86,25.8,0.0,0.0,0.0,7.019,c
SPY260312P00700000,2026-03-05 19:34:35,700.0,23.91,39.0,0,675.9,25.75,0.0,0.0,0.0,7.018,p
SPY260312P00605000,2026-03-05 19:42:41,605.0,0.31,294.0,0,676.76,25.22,0.0,0.0,0.0,7.012,p
SPY260312P00525000,2026-03-05 19:45:21,525.0,0.09,34.0,0,676.97,25.17,0.0,0.0,0.0,7.01,p
SPY260312C00711000,2026-03-05 20:12:34,711.0,0.01,172.0,0,678.71,24.33,0.0,0.0,0.0,6.991,c
SPY260312C00715000,2026-03-05 20:12:57,715.0,0.01,18.0,0,678.71,24.33,0.0,0.0,0.0,6.991,c
SPY260312C00670000,2026-03-05 20:15:17,670.0,14.43,18.0,0,678.49,24.33,0.0,0.0,0.0,6.989,c
SPY260312P00560000,2026-03-05 20:19:06,560.0,0.13,32.0,0,679.12,24.06,0.0,0.0,0.0,6.987,p
SPY260312P00657000,2026-03-05 20:28:01,657.0,2.23,707.0,0,679.74,23.79,0.0,0.0,0.0,6.981,p
SPY260312C00672000,2026-03-05 20:35:34,672.0,13.43,185.0,0,680.11,23.69,0.0,0.0,0.0,6.975,c
SPY260312P00590000,2026-03-05 20:43:14,590.0,0.18,321.0,0,679.8,23.74,0.0,0.0,0.0,6.97,p
SPY260312P00565000,2026-03-05 20:43:14,565.0,0.12,33.0,0,679.8,23.74,0.0,0.0,0.0,6.97,p
SPY260312P00595000,2026-03-05 20:43:15,595.0,0.2,314.0,0,679.8,23.74,0.0,0.0,0.0,6.97,p
SPY260312P00630000,2026-03-05 20:44:38,630.0,0.54,1156.0,0,679.76,23.7,0.0,0.0,0.0,6.969,p
SPY260312P00600000,2026-03-05 20:46:06,600.0,0.24,872.0,0,679.64,23.83,0.0,0.0,0.0,6.968,p
SPY260312C00674000,2026-03-05 20:48:40,674.0,11.96,239.0,0,680.511,23.58,0.0,0.0,0.0,6.966,c
SPY260312P00635000,2026-03-05 20:49:36,635.0,0.64,5291.0,0,680.73,23.45,0.0,0.0,0.0,6.966,p
SPY260312C00660000,2026-03-05 20:49:58,660.0,23.33,3.0,0,680.73,23.45,0.0,0.0,0.0,6.965,c
SPY260312P00684000,2026-03-05 20:54:52,684.0,8.15,1157.0,0,681.03,23.46,0.0,0.0,0.0,6.962,p
SPY260312P00668000,2026-03-05 20:55:11,668.0,3.46,765.0,0,681.03,23.46,0.0,0.0,0.0,6.962,p
SPY260312C00708000,2026-03-05 20:56:48,708.0,0.02,319.0,0,681.625,23.25,0.0,0.0,0.0,6.961,c
SPY260312C00702000,2026-03-05 20:59:13,702.0,0.11,1766.0,0,681.44,23.37,0.0,0.0,0.0,6.959,c
SPY260312C00675000,2026-03-05 20:59:22,675.0,11.91,922.0,0,681.44,23.37,0.0,0.0,0.0,6.959,c
SPY260312P00677000,2026-03-05 20:59:50,677.0,5.55,856.0,0,681.44,23.37,0.0,0.0,0.0,6.958,p
SPY260312P00662000,2026-03-05 20:59:50,662.0,2.44,507.0,0,681.44,23.37,0.0,0.0,0.0,6.958,p
SPY260312P00679000,2026-03-05 20:59:50,679.0,6.18,1012.0,0,681.44,23.37,0.0,0.0,0.0,6.958,p
SPY260312P00651000,2026-03-05 20:59:50,651.0,1.31,850.0,0,681.44,23.37,0.0,0.0,0.0,6.958,p
SPY260312P00656000,2026-03-05 20:59:50,656.0,1.73,906.0,0,681.44,23.37,0.0,0.0,0.0,6.958,p
SPY260312P00658000,2026-03-05 20:59:50,658.0,1.94,1013.0,0,681.44,23.37,0.0,0.0,0.0,6.958,p
SPY260312P00652000,2026-03-05 20:59:52,652.0,1.38,601.0,0,681.44,23.37,0.0,0.0,0.0,6.958,p
