contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
SLV260309C00051000,2026-02-26 17:14:59,51.0,27.8,,0,83.055,86.3,0.0,0.0,0.0,11.115,c
SLV260309P00097000,2026-02-27 20:45:01,97.0,13.07,3.0,0,84.85,88.58,0.0,0.0,0.0,9.969,p
SLV260309P00093000,2026-03-02 19:39:29,93.0,12.3,8.0,0,81.26,86.19,0.0,0.0,0.0,7.014,p
SLV260309C00130000,2026-03-02 21:03:02,130.0,0.04,16.0,0,81.56,86.78,0.0,0.0,0.0,6.956,c
SLV260309C00055000,2026-03-03 14:43:24,55.0,17.84,1.0,0,72.65,91.94,0.0,0.0,0.0,6.22,c
SLV260309C00115000,2026-03-03 14:45:36,115.0,0.03,1.0,0,72.48,92.91,0.0,0.0,0.0,6.218,c
SLV260309C00104000,2026-03-03 14:56:11,104.0,0.04,1.0,0,72.38,91.42,0.0,0.0,0.0,6.211,c
SLV260309P00115000,2026-03-03 15:12:13,115.0,41.95,1.0,0,72.87,90.56,0.0,0.0,0.0,6.2,p
SLV260309C00135000,2026-03-03 15:26:21,135.0,0.02,10.0,0,73.085,89.44,0.0,0.0,0.0,6.19,c
SLV260309P00087000,2026-03-03 15:52:41,87.0,12.7,2.0,0,74.25,88.91,0.0,0.0,0.0,6.172,p
SLV260309P00096000,2026-03-03 16:50:49,96.0,21.2,1.0,0,74.796,84.63,0.0,0.0,0.0,6.131,p
SLV260309C00150000,2026-03-03 20:12:31,150.0,0.01,250.0,0,75.25,86.64,0.0,0.0,0.0,5.991,c
SLV260309C00110000,2026-03-03 20:53:42,110.0,0.02,5.0,0,74.67,87.76,0.0,0.0,0.0,5.963,c
SLV260309C00107000,2026-03-04 16:12:43,107.0,0.02,1.0,0,75.821,81.61,0.0,0.0,0.0,5.158,c
SLV260309C00099000,2026-03-04 17:29:57,99.0,0.04,34.0,0,75.535,81.76,0.0,0.0,0.0,5.104,c
SLV260309C00098000,2026-03-04 17:37:27,98.0,0.04,16.0,0,75.425,81.73,0.0,0.0,0.0,5.099,c
SLV260309C00106000,2026-03-04 17:39:23,106.0,0.02,1.0,0,75.43,81.65,0.0,0.0,0.0,5.098,c
SLV260309C00105000,2026-03-04 18:44:31,105.0,0.01,10.0,0,75.36,81.62,0.0,0.0,0.0,5.052,c
SLV260309C00140000,2026-03-04 18:51:50,140.0,0.01,341.0,0,75.605,81.48,0.0,0.0,0.0,5.047,c
SLV260309P00120000,2026-03-04 18:55:49,120.0,44.5,2.0,0,75.4,81.33,0.0,0.0,0.0,5.045,p
SLV260309C00120000,2026-03-04 19:19:43,120.0,0.02,10.0,0,75.47,81.51,0.0,0.0,0.0,5.028,c
SLV260309C00125000,2026-03-04 19:19:51,125.0,0.01,20.0,0,75.47,81.51,0.0,0.0,0.0,5.028,c
SLV260309C00102000,2026-03-04 20:26:45,102.0,0.03,2.0,0,75.724,82.1,0.0,0.0,0.0,4.981,c
SLV260309P00045000,2026-03-05 15:01:13,45.0,0.01,2.0,0,75.385,79.02,0.0,0.0,0.0,4.207,p
SLV260309P00040000,2026-03-05 15:04:59,40.0,0.01,130.0,0,74.625,79.07,0.0,0.0,0.0,4.205,p
SLV260309C00092000,2026-03-05 15:21:31,92.0,0.03,31.0,0,74.21,80.24,0.0,0.0,0.0,4.193,c
SLV260309C00155000,2026-03-05 15:31:19,155.0,0.01,60.0,0,74.18,80.66,0.0,0.0,0.0,4.187,c
SLV260309C00068000,2026-03-05 15:48:51,68.0,6.75,76.0,0,74.13,80.55,0.0,0.0,0.0,4.174,c
SLV260309P00095000,2026-03-05 16:06:59,95.0,20.98,10.0,0,74.08,80.48,0.0,0.0,0.0,4.162,p
SLV260309P00090000,2026-03-05 16:06:59,90.0,15.97,10.0,0,74.08,80.48,0.0,0.0,0.0,4.162,p
SLV260309C00097000,2026-03-05 17:35:51,97.0,0.02,113.0,0,73.81,79.36,0.0,0.0,0.0,4.1,c
SLV260309C00096000,2026-03-05 17:39:48,96.0,0.02,101.0,0,74.01,80.35,0.0,0.0,0.0,4.097,c
SLV260309P00082000,2026-03-05 17:44:21,82.0,8.43,14.0,0,73.845,80.34,0.0,0.0,0.0,4.094,p
SLV260309P00086000,2026-03-05 18:13:54,86.0,11.71,25.0,0,74.34,80.13,0.0,0.0,0.0,4.074,p
SLV260309C00059000,2026-03-05 18:25:52,59.0,15.0,1.0,0,73.895,79.71,0.0,0.0,0.0,4.065,c
SLV260309C00093000,2026-03-05 18:25:56,93.0,0.02,20.0,0,73.895,79.71,0.0,0.0,0.0,4.065,c
SLV260309C00094000,2026-03-05 18:42:48,94.0,0.03,14.0,0,74.333,79.67,0.0,0.0,0.0,4.054,c
SLV260309P00050000,2026-03-05 18:55:45,50.0,0.01,2.0,0,73.95,79.46,0.0,0.0,0.0,4.045,p
SLV260309C00066000,2026-03-05 19:16:51,66.0,8.25,62.0,0,73.82,79.49,0.0,0.0,0.0,4.03,c
SLV260309P00061000,2026-03-05 19:31:06,61.0,0.13,30.0,0,73.43,80.1,0.0,0.0,0.0,4.02,p
SLV260309P00089000,2026-03-05 19:33:05,89.0,15.72,5.0,0,73.238,80.47,0.0,0.0,0.0,4.019,p
SLV260309P00091000,2026-03-05 19:33:05,91.0,17.73,3.0,0,73.238,80.47,0.0,0.0,0.0,4.019,p
SLV260309P00084000,2026-03-05 19:35:03,84.0,11.0,4.0,0,73.14,80.71,0.0,0.0,0.0,4.017,p
SLV260309C00100000,2026-03-05 19:35:08,100.0,0.01,11.0,0,73.14,80.71,0.0,0.0,0.0,4.017,c
SLV260309C00069000,2026-03-05 19:35:51,69.0,5.07,78.0,0,73.18,80.84,0.0,0.0,0.0,4.017,c
SLV260309P00085000,2026-03-05 19:49:22,85.0,11.57,39.0,0,73.445,81.02,0.0,0.0,0.0,4.007,p
SLV260309P00056000,2026-03-05 19:52:13,56.0,0.05,18.0,0,73.385,80.99,0.0,0.0,0.0,4.005,p
SLV260309C00101000,2026-03-05 20:01:51,101.0,0.01,1.0,0,73.15,80.89,0.0,0.0,0.0,3.999,c
SLV260309C00067000,2026-03-05 20:06:05,67.0,6.87,2.0,0,73.22,80.97,0.0,0.0,0.0,3.996,c
SLV260309C00065000,2026-03-05 20:06:05,65.0,8.7,15.0,0,73.22,80.97,0.0,0.0,0.0,3.996,c
SLV260309P00088000,2026-03-05 20:18:01,88.0,13.65,2.0,0,74.515,80.81,0.0,0.0,0.0,3.987,p
SLV260309C00090000,2026-03-05 20:22:44,90.0,0.05,80.0,0,74.319,80.69,0.0,0.0,0.0,3.984,c
SLV260309P00058000,2026-03-05 20:23:29,58.0,0.07,17.0,0,74.319,80.69,0.0,0.0,0.0,3.984,p
SLV260309C00089000,2026-03-05 20:34:15,89.0,0.05,29.0,0,74.185,80.58,0.0,0.0,0.0,3.976,c
SLV260309P00083000,2026-03-05 20:35:53,83.0,8.92,137.0,0,74.209,80.59,0.0,0.0,0.0,3.975,p
SLV260309P00055000,2026-03-05 20:36:20,55.0,0.03,162.0,0,74.209,80.59,0.0,0.0,0.0,3.975,p
SLV260309C00070000,2026-03-05 20:38:53,70.0,5.18,320.0,0,74.27,80.55,0.0,0.0,0.0,3.973,c
SLV260309P00081000,2026-03-05 20:41:05,81.0,7.17,42.0,0,74.215,80.54,0.0,0.0,0.0,3.971,p
SLV260309P00051000,2026-03-05 20:44:13,51.0,0.03,1.0,0,74.3,80.49,0.0,0.0,0.0,3.969,p
SLV260309P00078000,2026-03-05 20:45:25,78.0,4.56,45.0,0,74.185,80.41,0.0,0.0,0.0,3.968,p
SLV260309C00071000,2026-03-05 20:45:41,71.0,4.27,13.0,0,74.155,80.41,0.0,0.0,0.0,3.968,c
SLV260309C00091000,2026-03-05 20:48:10,91.0,0.03,15.0,0,74.26,80.4,0.0,0.0,0.0,3.967,c
SLV260309C00087000,2026-03-05 20:48:24,87.0,0.07,239.0,0,74.26,80.4,0.0,0.0,0.0,3.966,c
SLV260309P00054000,2026-03-05 20:48:47,54.0,0.04,4.0,0,74.285,80.37,0.0,0.0,0.0,3.966,p
SLV260309P00053000,2026-03-05 20:50:13,53.0,0.02,35.0,0,74.25,80.27,0.0,0.0,0.0,3.965,p
SLV260309P00077000,2026-03-05 20:51:56,77.0,3.81,111.0,0,74.245,80.24,0.0,0.0,0.0,3.964,p
SLV260309C00050000,2026-03-05 20:54:15,50.0,24.25,1.0,0,74.25,80.18,0.0,0.0,0.0,3.962,c
