contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
GLD260311C00390000,2026-02-25 15:27:41,390.0,86.8,,0.0,480.82,34.14,0.0,0.0,0.0,14.189,c
GLD260311C00375000,2026-02-25 15:27:56,375.0,101.65,,0.0,480.82,34.14,0.0,0.0,0.0,14.189,c
GLD260311P00325000,2026-02-25 16:22:42,325.0,0.2,,0.0,480.82,34.14,0.0,0.0,0.0,14.151,p
GLD260311P00315000,2026-02-25 16:22:42,315.0,0.2,,0.0,480.82,34.14,0.0,0.0,0.0,14.151,p
GLD260311P00310000,2026-02-25 16:22:42,310.0,0.2,,0.0,480.82,34.14,0.0,0.0,0.0,14.151,p
GLD260311P00290000,2026-02-25 20:27:34,290.0,0.04,,0.0,480.82,34.14,0.0,0.0,0.0,13.981,p
GLD260311C00350000,2026-02-26 16:05:46,350.0,127.25,,0.0,480.82,34.14,0.0,0.0,0.0,13.163,c
GLD260311P00300000,2026-02-26 20:22:45,300.0,0.07,,0.0,480.82,34.14,0.0,0.0,0.0,12.984,p
GLD260311P00330000,2026-03-02 14:30:00,330.0,0.04,1.0,0.0,490.08,35.12,0.0,0.0,0.0,9.229,p
GLD260311C00454000,2026-03-02 20:26:00,454.0,39.2,7.0,0.0,491.14,34.73,0.0,0.0,0.0,8.982,c
GLD260311C00440000,2026-03-03 15:17:12,440.0,25.78,6.0,0.0,459.67,39.59,0.0,0.0,0.0,8.196,c
GLD260311P00481000,2026-03-03 16:50:31,481.0,17.42,3.0,0.0,469.29,37.96,0.0,0.0,0.0,8.132,p
GLD260311C00420000,2026-03-03 17:20:18,420.0,50.73,4.0,0.0,468.735,37.86,0.0,0.0,0.0,8.111,c
GLD260311C00453000,2026-03-04 15:18:35,453.0,23.85,2.0,0.0,472.47,37.56,0.0,0.0,0.0,7.195,c
GLD260311C00585000,2026-03-04 16:50:29,585.0,0.11,2.0,0.0,472.68,36.85,0.0,0.0,0.0,7.132,c
GLD260311C00450000,2026-03-04 19:11:55,450.0,25.45,25.0,0.0,471.35,37.27,0.0,0.0,0.0,7.033,c
