contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid_ask_spread,days_to_expire,optionType
GOOG260227C00292500,2026-02-24 18:16:45+00:00,292.5,21.18,3.0,32,311.205,34.6,2.25,2.238,c
GOOG260227C00295000,2026-02-25 15:39:26+00:00,295.0,16.11,7.0,149,310.76,34.09,2.6,1.348,c
GOOG260227C00297500,2026-02-25 15:56:15+00:00,297.5,13.2,20.0,237,309.95,34.4,1.35,1.336,c
GOOG260227C00300000,2026-02-25 16:41:59+00:00,300.0,12.0,141.0,3034,311.29,33.76,0.6,1.304,c
GOOG260227C00302500,2026-02-25 16:32:56+00:00,302.5,9.39,56.0,328,310.9,33.86,0.65,1.31,c
GOOG260227C00305000,2026-02-25 16:52:58+00:00,305.0,7.72,517.0,1217,311.35,33.76,0.15,1.297,c
GOOG260227C00307500,2026-02-25 16:56:33+00:00,307.5,5.7,302.0,870,311.0,33.81,0.15,1.294,c
GOOG260227C00310000,2026-02-25 17:01:11+00:00,310.0,4.25,5966.0,2611,311.51,33.76,0.05,1.291,c
GOOG260227C00312500,2026-02-25 17:01:32+00:00,312.5,3.0,3837.0,1375,311.58,33.73,0.05,1.291,c
GOOG260227C00315000,2026-02-25 17:01:51+00:00,315.0,1.99,5943.0,3850,311.58,33.73,0.04,1.29,c
GOOG260227C00317500,2026-02-25 17:01:55+00:00,317.5,1.25,2151.0,2661,311.58,33.73,0.04,1.29,c
GOOG260227C00320000,2026-02-25 17:01:14+00:00,320.0,0.71,8236.0,10228,311.51,33.76,0.03,1.291,c
GOOG260227C00322500,2026-02-25 16:59:57+00:00,322.5,0.39,2752.0,7809,311.115,33.79,0.01,1.292,c
GOOG260227C00325000,2026-02-25 17:01:31+00:00,325.0,0.24,1649.0,4709,311.58,33.73,0.02,1.291,c
GOOG260227C00327500,2026-02-25 16:55:20+00:00,327.5,0.13,6489.0,2558,310.95,33.8,0.02,1.295,c
GOOG260227C00330000,2026-02-25 17:01:29+00:00,330.0,0.08,6604.0,10492,311.51,33.76,0.01,1.291,c
GOOG260227C00332500,2026-02-25 16:18:10+00:00,332.5,0.05,104.0,1709,310.25,34.06,0.02,1.321,c
GOOG260227C00335000,2026-02-25 16:42:41+00:00,335.0,0.04,127.0,2401,311.299,33.75,0.02,1.304,c
GOOG260227C00337500,2026-02-25 17:00:46+00:00,337.5,0.03,61.0,660,311.51,33.76,0.01,1.291,c
GOOG260227C00340000,2026-02-25 16:53:58+00:00,340.0,0.02,327.0,3078,310.961,33.78,0.02,1.296,c
GOOG260227C00342500,2026-02-25 15:00:28+00:00,342.5,0.01,15.0,420,312.39,34.15,0.01,1.375,c
GOOG260227C00345000,2026-02-25 16:00:10+00:00,345.0,0.01,68.0,2461,310.19,34.17,0.01,1.333,c
GOOG260227C00347500,2026-02-25 16:15:23+00:00,347.5,0.02,16.0,342,310.14,34.09,0.01,1.323,c
GOOG260227C00350000,2026-02-25 16:38:32+00:00,350.0,0.01,17.0,3834,310.84,33.83,0.01,1.307,c
GOOG260227C00355000,2026-02-25 16:57:32+00:00,355.0,0.02,34.0,1459,311.1,33.79,0.02,1.293,c
GOOG260227C00360000,2026-02-24 20:03:21+00:00,360.0,0.01,19.0,1656,311.61,35.23,0.01,2.164,c
GOOG260227C00365000,2026-02-24 17:22:56+00:00,365.0,0.02,4.0,1400,311.72,34.68,0.14,2.276,c
GOOG260227C00370000,2026-02-24 18:47:34+00:00,370.0,0.02,60.0,992,310.49,34.78,0.01,2.217,c
GOOG260227C00375000,2026-02-24 20:58:02+00:00,375.0,0.01,2.0,821,311.0,35.08,0.05,2.126,c
GOOG260227C00380000,2026-02-23 15:02:07+00:00,380.0,0.01,20.0,953,315.935,35.31,0.01,3.374,c
GOOG260227C00385000,2026-02-20 20:07:33+00:00,385.0,0.01,4.0,267,316.24,34.21,0.16,6.161,c
GOOG260227C00390000,2026-02-25 14:51:04+00:00,390.0,0.01,3.0,315,313.33,33.86,0.01,1.381,c
GOOG260227C00395000,2026-02-19 20:14:06+00:00,395.0,0.01,20.0,196,303.3,34.9,0.07,7.157,c
GOOG260227C00400000,2026-02-24 15:01:22+00:00,400.0,0.01,1.0,498,307.28,36.52,0.01,2.374,c
GOOG260227C00405000,2026-02-20 20:07:56+00:00,405.0,0.01,10.0,110,316.24,34.21,2.13,6.161,c
GOOG260227C00410000,2026-02-20 20:08:24+00:00,410.0,0.01,5.0,118,316.24,34.21,0.53,6.161,c
GOOG260227C00415000,2026-02-06 15:43:24+00:00,415.0,0.05,1.0,44,301.3,36.57,2.13,20.345,c
GOOG260227C00420000,2026-02-23 16:23:02+00:00,420.0,1.5,5.0,66,313.295,36.33,0.53,3.317,c
GOOG260227C00425000,2026-02-04 20:55:34+00:00,425.0,0.33,11.0,15,301.3,36.57,0.01,22.128,c
GOOG260227C00430000,2026-02-17 18:42:40+00:00,430.0,0.02,3.0,21,301.3,36.57,0.01,9.22,c
GOOG260227C00435000,2026-02-24 17:01:10+00:00,435.0,0.01,1.0,11,311.171,34.77,0.53,2.291,c
GOOG260227C00440000,2026-02-06 18:27:11+00:00,440.0,0.02,21.0,23,301.3,36.57,0.01,20.231,c
GOOG260227C00445000,2026-02-23 15:03:15+00:00,445.0,0.01,1.0,78,315.85,35.27,0.13,3.373,c
GOOG260227C00450000,2026-02-09 14:45:06+00:00,450.0,0.02,4.0,24,301.3,36.57,0.53,17.385,c
GOOG260227P00165000,2026-02-23 18:44:36+00:00,165.0,0.01,1.0,222,313.6,35.55,0.01,3.219,p
GOOG260227P00170000,2026-02-24 20:32:14+00:00,170.0,0.13,4.0,590,311.08,35.57,0.01,2.144,p
GOOG260227P00175000,2026-02-12 14:43:28+00:00,175.0,0.01,1.0,629,301.3,36.57,0.01,14.386,p
GOOG260227P00180000,2026-02-19 18:01:26+00:00,180.0,0.13,3.0,104,304.52,35.07,0.01,7.249,p
GOOG260227P00185000,2026-02-06 16:14:09+00:00,185.0,0.05,4.0,4,301.3,36.57,2.13,20.324,p
GOOG260227P00190000,2026-02-06 19:29:31+00:00,190.0,0.04,35.0,82,301.3,36.57,2.12,20.188,p
GOOG260227P00195000,2026-02-06 19:41:38+00:00,195.0,0.04,27.0,48,301.3,36.57,2.12,20.179,p
GOOG260227P00200000,2026-02-06 19:45:38+00:00,200.0,0.05,22.0,111,301.3,36.57,0.01,20.177,p
GOOG260227P00205000,2026-02-06 18:41:34+00:00,205.0,0.05,11.0,11,301.3,36.57,2.13,20.221,p
GOOG260227P00210000,2026-02-18 18:34:23+00:00,210.0,0.02,3.0,15,301.3,36.57,0.36,8.226,p
GOOG260227P00215000,2026-02-23 15:00:16+00:00,215.0,0.21,1.0,311,315.65,35.37,0.01,3.375,p
GOOG260227P00220000,2026-02-23 19:53:11+00:00,220.0,0.01,4.0,190,310.725,36.84,0.01,3.171,p
GOOG260227P00225000,2026-02-12 15:45:22+00:00,225.0,0.04,1.0,37,301.3,36.57,2.12,14.343,p
GOOG260227P00230000,2026-02-20 20:53:58+00:00,230.0,0.01,2.0,26,315.305,35.54,2.12,6.129,p
GOOG260227P00235000,2026-02-23 16:12:18+00:00,235.0,0.01,1.0,135,312.118,36.45,0.01,3.325,p
GOOG260227P00240000,2026-02-25 14:32:51+00:00,240.0,0.58,2.0,261,310.095,34.46,0.01,1.394,p
GOOG260227P00245000,2026-02-24 18:31:39+00:00,245.0,0.01,6.0,65,310.995,34.78,0.17,2.228,p
GOOG260227P00250000,2026-02-23 14:34:34+00:00,250.0,0.01,15.0,1575,318.4,35.65,0.01,3.393,p
GOOG260227P00255000,2026-02-25 14:30:02+00:00,255.0,0.01,2.0,242,311.52,34.69,0.01,1.396,p
GOOG260227P00260000,2026-02-25 16:56:30+00:00,260.0,0.01,1.0,310,311.0,33.81,0.01,1.294,p
GOOG260227P00265000,2026-02-25 17:00:54+00:00,265.0,0.05,11.0,1109,311.51,33.76,0.04,1.291,p
GOOG260227P00267500,2026-02-25 16:47:24+00:00,267.5,0.02,5.0,123,310.9,33.76,0.01,1.3,p
GOOG260227P00270000,2026-02-25 16:17:25+00:00,270.0,0.01,50.0,943,310.446,34.09,0.01,1.321,p
GOOG260227P00272500,2026-02-25 15:54:37+00:00,272.5,0.03,1.0,241,309.9,34.59,0.01,1.337,p
GOOG260227P00275000,2026-02-25 16:57:04+00:00,275.0,0.03,9.0,1103,311.0,33.81,0.01,1.294,p
GOOG260227P00277500,2026-02-25 16:51:15+00:00,277.5,0.03,33.0,375,311.2,33.75,0.01,1.298,p
GOOG260227P00280000,2026-02-25 16:58:03+00:00,280.0,0.05,171.0,1340,311.1,33.79,0.01,1.293,p
GOOG260227P00282500,2026-02-25 15:22:59+00:00,282.5,0.06,19.0,491,311.75,33.93,0.01,1.359,p
GOOG260227P00285000,2026-02-25 16:51:05+00:00,285.0,0.07,523.0,1976,311.2,33.75,0.01,1.298,p
GOOG260227P00287500,2026-02-25 16:59:27+00:00,287.5,0.11,124.0,764,310.96,33.8,0.01,1.292,p
GOOG260227P00290000,2026-02-25 16:45:54+00:00,290.0,0.14,102.0,1980,311.13,33.75,0.01,1.301,p
GOOG260227P00292500,2026-02-25 16:53:41+00:00,292.5,0.2,127.0,1195,310.961,33.78,0.01,1.296,p
GOOG260227P00295000,2026-02-25 16:51:07+00:00,295.0,0.3,890.0,2232,311.2,33.75,0.02,1.298,p
GOOG260227P00297500,2026-02-25 16:58:54+00:00,297.5,0.44,1719.0,3780,310.96,33.8,0.02,1.292,p
GOOG260227P00300000,2026-02-25 17:01:33+00:00,300.0,0.63,3281.0,4876,311.58,33.73,0.01,1.291,p
GOOG260227P00302500,2026-02-25 16:57:42+00:00,302.5,0.95,2476.0,2356,311.1,33.79,0.02,1.293,p
GOOG260227P00305000,2026-02-25 16:59:26+00:00,305.0,1.4,1310.0,2310,310.96,33.8,0.04,1.292,p
GOOG260227P00307500,2026-02-25 17:00:53+00:00,307.5,2.03,2073.0,1322,311.51,33.76,0.05,1.291,p
GOOG260227P00310000,2026-02-25 17:01:07+00:00,310.0,2.9,2861.0,4998,311.51,33.76,0.05,1.291,p
GOOG260227P00312500,2026-02-25 16:50:47+00:00,312.5,3.95,661.0,854,311.2,33.75,0.1,1.298,p
GOOG260227P00315000,2026-02-25 16:52:52+00:00,315.0,5.5,287.0,2752,311.35,33.76,0.15,1.297,p
GOOG260227P00317500,2026-02-25 17:00:50+00:00,317.5,7.42,59.0,463,311.51,33.76,0.15,1.291,p
GOOG260227P00320000,2026-02-25 16:42:56+00:00,320.0,9.43,120.0,8001,311.299,33.75,1.1,1.304,p
GOOG260227P00322500,2026-02-25 16:42:06+00:00,322.5,11.48,55.0,93,311.29,33.76,0.9,1.304,p
GOOG260227P00325000,2026-02-25 16:45:40+00:00,325.0,13.99,53.0,428,311.13,33.75,2.05,1.302,p
GOOG260227P00327500,2026-02-24 15:50:15+00:00,327.5,18.17,10.0,81,309.456,34.98,3.0,2.34,p
GOOG260227P00330000,2026-02-25 16:26:03+00:00,330.0,19.77,1.0,1899,310.35,34.05,2.95,1.315,p
GOOG260227P00332500,2026-02-17 20:50:19+00:00,332.5,30.55,30.0,0,301.3,36.57,3.05,9.132,p
GOOG260227P00335000,2026-02-19 20:10:22+00:00,335.0,32.6,1414.0,0,303.295,34.85,2.8,7.159,p
GOOG260227P00337500,2026-02-23 14:54:10+00:00,337.5,21.3,1.0,0,316.28,35.3,3.5,3.379,p
GOOG260227P00340000,2026-02-23 20:19:47+00:00,340.0,29.25,3.0,3,310.97,36.94,2.8,3.153,p
GOOG260227P00342500,2026-02-17 16:33:33+00:00,342.5,41.35,1.0,0,301.3,36.57,2.9,9.31,p
GOOG260227P00345000,2026-02-24 20:43:29+00:00,345.0,34.25,245.0,42,311.1,35.32,3.0,2.136,p
GOOG260227P00350000,2026-02-24 15:17:02+00:00,350.0,42.95,4.0,4,306.91,36.28,2.05,2.363,p
GOOG260227P00355000,2026-02-11 15:10:52+00:00,355.0,39.48,6.0,0,301.3,36.57,2.95,15.367,p
GOOG260227P00360000,2026-02-24 20:43:29+00:00,360.0,49.25,245.0,29,311.1,35.32,3.1,2.136,p
GOOG260227P00365000,2026-02-10 14:35:34+00:00,365.0,45.04,20.0,0,301.3,36.57,3.6,16.392,p
GOOG260227P00370000,2026-02-24 17:15:47+00:00,370.0,58.68,1.0,0,311.4,34.63,3.15,2.281,p
GOOG260227P00385000,2026-01-13 20:05:07+00:00,385.0,50.18,,0,301.3,36.57,3.95,44.163,p
GOOG260227P00390000,2026-02-05 18:26:07+00:00,390.0,63.75,,0,301.3,36.57,3.05,21.232,p
GOOG260227P00400000,2026-02-05 20:14:07+00:00,400.0,67.3,75.0,0,301.3,36.57,3.75,21.157,p
GOOG260227P00405000,2026-02-05 20:14:21+00:00,405.0,72.1,112.0,0,301.3,36.57,3.25,21.157,p
GOOG260227P00425000,2026-02-20 16:14:00+00:00,425.0,110.03,1.0,0,314.49,35.38,3.2,6.324,p
GOOG260227P00450000,2026-01-14 15:51:55+00:00,450.0,118.24,,0,301.3,36.57,2.75,43.339,p
GOOG260306C00170000,2026-02-24 15:56:36+00:00,170.0,140.15,5.0,6,310.23,35.21,3.95,9.336,c
GOOG260306C00185000,2026-02-23 18:38:53+00:00,185.0,129.7,1.0,1,314.16,35.59,3.95,10.223,c
GOOG260306C00190000,2026-02-12 16:52:59+00:00,190.0,124.82,,1,301.3,36.57,4.1,21.297,c
GOOG260306C00195000,2026-02-24 14:55:55+00:00,195.0,114.22,1.0,4,308.21,36.24,4.0,9.378,c
GOOG260306C00200000,2026-02-20 15:43:45+00:00,200.0,114.3,5.0,8,314.59,35.5,3.95,13.345,c
GOOG260306C00205000,2026-02-20 15:46:33+00:00,205.0,109.55,6.0,6,314.52,35.26,4.0,13.343,c
GOOG260306C00210000,2026-02-25 16:22:29+00:00,210.0,100.6,2.0,31,310.43,34.06,3.95,8.318,c
GOOG260306C00215000,2026-02-20 16:59:55+00:00,215.0,101.75,4.0,5,316.15,35.87,4.0,13.292,c
GOOG260306C00220000,2026-02-13 14:33:41+00:00,220.0,88.55,1.0,3,301.3,36.57,4.05,20.393,c
GOOG260306C00225000,2026-02-04 17:50:08+00:00,225.0,106.27,,2,301.3,36.57,4.0,29.257,c
GOOG260306C00230000,2026-01-28 16:49:23+00:00,230.0,104.76,,1,301.3,36.57,3.9,36.299,c
GOOG260306C00235000,2026-02-24 15:23:52+00:00,235.0,72.82,18.0,45,307.86,35.79,3.95,9.358,c
GOOG260306C00240000,2026-02-24 16:06:54+00:00,240.0,71.13,1.0,4,310.71,35.04,3.85,9.329,c
GOOG260306C00250000,2026-02-24 16:05:58+00:00,250.0,60.81,1.0,15,310.69,35.07,3.4,9.329,c
GOOG260306C00255000,2026-02-18 18:57:56+00:00,255.0,50.42,2.0,4,301.3,36.57,3.75,15.21,c
GOOG260306C00260000,2026-02-24 19:10:29+00:00,260.0,51.08,3.0,37,310.51,34.96,2.85,9.201,c
GOOG260306C00262500,2026-02-20 15:01:12+00:00,262.5,48.95,1.0,1,311.22,34.16,3.0,13.374,c
GOOG260306C00265000,2026-02-24 20:50:00+00:00,265.0,46.75,1.0,15,311.37,35.07,2.35,9.132,c
GOOG260306C00270000,2026-02-23 20:30:03+00:00,270.0,42.5,20.0,35,311.697,36.75,2.35,10.146,c
GOOG260306C00275000,2026-02-24 17:32:38+00:00,275.0,38.05,1.0,40,312.15,34.65,2.3,9.269,c
GOOG260306C00280000,2026-02-25 15:03:44+00:00,280.0,33.18,5.0,115,311.7,34.24,3.05,8.372,c
GOOG260306C00282500,2026-02-17 15:45:32+00:00,282.5,20.0,,2,301.3,36.57,2.3,16.343,c
GOOG260306C00285000,2026-02-24 19:52:35+00:00,285.0,27.65,3.0,72,311.2,35.09,2.4,9.172,c
GOOG260306C00287500,2026-02-24 16:32:09+00:00,287.5,24.75,15.0,16,310.67,35.2,2.25,9.311,c
GOOG260306C00290000,2026-02-25 15:37:04+00:00,290.0,22.1,4.0,69,310.624,34.17,1.25,8.349,c
GOOG260306C00292500,2026-02-20 14:34:59+00:00,292.5,19.25,4.0,27,309.78,35.18,2.55,13.392,c
GOOG260306C00295000,2026-02-24 15:35:17+00:00,295.0,18.3,2.0,96,309.32,35.03,2.55,9.35,c
GOOG260306C00297500,2026-02-25 16:51:07+00:00,297.5,16.05,37.0,144,311.2,33.75,0.15,8.298,c
GOOG260306C00300000,2026-02-25 16:52:55+00:00,300.0,14.2,82.0,478,311.35,33.76,0.2,8.297,c
GOOG260306C00302500,2026-02-25 16:45:11+00:00,302.5,12.23,68.0,120,311.165,33.73,0.15,8.302,c
GOOG260306C00305000,2026-02-25 16:40:02+00:00,305.0,10.2,129.0,413,310.93,33.82,0.15,8.306,c
GOOG260306C00307500,2026-02-25 16:50:20+00:00,307.5,8.72,161.0,177,311.23,33.74,0.15,8.298,c
GOOG260306C00310000,2026-02-25 16:54:39+00:00,310.0,7.18,432.0,867,310.95,33.8,0.05,8.295,c
GOOG260306C00312500,2026-02-25 17:01:26+00:00,312.5,5.9,601.0,515,311.51,33.76,0.05,8.291,c
GOOG260306C00315000,2026-02-25 16:59:02+00:00,315.0,4.64,977.0,1069,310.96,33.8,0.1,8.292,c
GOOG260306C00317500,2026-02-25 17:01:53+00:00,317.5,3.75,432.0,487,311.58,33.73,0.1,8.29,c
GOOG260306C00320000,2026-02-25 16:56:26+00:00,320.0,2.72,866.0,2039,311.12,33.79,0.04,8.294,c
GOOG260306C00322500,2026-02-25 16:57:58+00:00,322.5,2.1,117.0,5723,311.1,33.79,0.05,8.293,c
GOOG260306C00325000,2026-02-25 17:00:48+00:00,325.0,1.6,418.0,1881,311.51,33.76,0.02,8.291,c
GOOG260306C00327500,2026-02-25 16:55:48+00:00,327.5,1.18,79.0,391,311.12,33.79,0.04,8.295,c
GOOG260306C00330000,2026-02-25 17:01:01+00:00,330.0,0.89,380.0,2138,311.51,33.76,0.03,8.291,c
GOOG260306C00332500,2026-02-25 17:01:01+00:00,332.5,0.66,71.0,416,311.51,33.76,0.02,8.291,c
GOOG260306C00335000,2026-02-25 16:47:25+00:00,335.0,0.49,440.0,3080,310.9,33.76,0.03,8.3,c
GOOG260306C00337500,2026-02-25 15:16:27+00:00,337.5,0.41,299.0,85,311.61,34.02,0.03,8.364,c
GOOG260306C00340000,2026-02-25 17:00:46+00:00,340.0,0.27,416.0,3536,311.51,33.76,0.02,8.291,c
GOOG260306C00342500,2026-02-25 15:59:44+00:00,342.5,0.21,223.0,153,310.19,34.17,0.02,8.334,c
GOOG260306C00345000,2026-02-25 16:29:58+00:00,345.0,0.16,625.0,966,310.58,34.02,0.03,8.313,c
GOOG260306C00350000,2026-02-25 16:50:05+00:00,350.0,0.1,26.0,1577,311.23,33.74,0.02,8.299,c
GOOG260306C00355000,2026-02-25 15:15:09+00:00,355.0,0.08,2.0,596,311.905,34.01,0.02,8.364,c
GOOG260306C00360000,2026-02-24 20:33:34+00:00,360.0,0.06,35.0,1006,310.98,35.6,0.02,9.143,c
GOOG260306C00365000,2026-02-25 14:55:42+00:00,365.0,0.04,1.0,572,313.26,33.97,0.02,8.378,c
GOOG260306C00370000,2026-02-23 17:55:50+00:00,370.0,0.07,10.0,193,313.465,36.17,0.03,10.253,c
GOOG260306C00375000,2026-02-25 15:11:27+00:00,375.0,0.02,3.0,523,312.255,34.02,0.02,8.367,c
GOOG260306C00380000,2026-02-25 16:48:21+00:00,380.0,0.01,10.0,777,310.935,33.77,0.02,8.3,c
GOOG260306C00385000,2026-02-24 15:50:06+00:00,385.0,0.01,1.0,153,309.456,34.98,0.03,9.34,c
GOOG260306C00390000,2026-02-23 14:42:51+00:00,390.0,0.03,3.0,241,315.93,35.66,0.55,10.387,c
GOOG260306C00395000,2026-02-25 15:04:08+00:00,395.0,0.01,7.0,92,311.7,34.24,0.05,8.372,c
GOOG260306C00400000,2026-02-25 16:48:16+00:00,400.0,0.05,10.0,316,310.935,33.77,0.04,8.3,c
GOOG260306C00405000,2026-02-25 16:17:10+00:00,405.0,0.03,3.0,101,310.446,34.09,0.12,8.321,c
GOOG260306C00410000,2026-02-23 16:55:23+00:00,410.0,0.01,9.0,113,314.14,36.03,0.58,10.295,c
GOOG260306C00415000,2026-02-24 17:13:46+00:00,415.0,0.01,198.0,257,311.41,34.63,0.61,9.282,c
GOOG260306C00420000,2026-02-20 15:13:36+00:00,420.0,0.01,5.0,30,309.4,33.87,2.13,13.366,c
GOOG260306C00425000,2026-02-05 14:37:58+00:00,425.0,0.08,1.0,12,301.3,36.57,2.13,28.39,c
GOOG260306C00430000,2026-02-19 16:30:37+00:00,430.0,0.01,5.0,12,305.35,34.62,2.13,14.312,c
GOOG260306C00435000,2026-02-20 20:55:01+00:00,435.0,0.01,2.0,70,314.97,35.65,0.23,13.128,c
GOOG260306C00440000,2026-02-17 17:53:27+00:00,440.0,0.01,14.0,1001,301.3,36.57,0.08,16.255,c
GOOG260306C00445000,2026-02-20 18:42:41+00:00,445.0,0.01,43.0,55,315.225,36.56,1.06,13.22,c
GOOG260306C00450000,2026-02-20 16:42:04+00:00,450.0,0.01,36.0,28,315.43,35.51,0.16,13.304,c
GOOG260306P00170000,2026-02-25 15:11:10+00:00,170.0,0.04,1.0,1243,312.255,34.02,0.08,8.367,p
GOOG260306P00175000,2026-02-24 16:33:28+00:00,175.0,0.01,1.0,188,310.58,35.22,0.18,9.31,p
GOOG260306P00180000,2026-02-20 16:52:22+00:00,180.0,0.02,25.0,29,316.15,35.55,0.25,13.297,p
GOOG260306P00185000,2026-02-24 16:13:34+00:00,185.0,0.01,2.0,350,311.175,34.88,1.48,9.324,p
GOOG260306P00190000,2026-02-20 16:43:21+00:00,190.0,0.01,12.0,24,315.83,35.15,0.56,13.303,p
GOOG260306P00195000,2026-02-11 15:25:56+00:00,195.0,0.04,1.0,8,301.3,36.57,0.57,22.357,p
GOOG260306P00200000,2026-02-17 19:27:17+00:00,200.0,0.04,3.0,71,301.3,36.57,0.58,16.189,p
GOOG260306P00205000,2026-02-19 14:42:59+00:00,205.0,0.03,6.0,189,301.935,35.79,0.59,14.387,p
GOOG260306P00210000,2026-02-19 20:54:33+00:00,210.0,0.04,6.0,59,302.93,34.85,0.16,14.129,p
GOOG260306P00215000,2026-02-19 15:07:22+00:00,215.0,0.04,1.0,21,303.95,34.68,2.13,14.37,p
GOOG260306P00220000,2026-02-20 15:44:19+00:00,220.0,0.04,54.0,107,314.59,35.5,2.13,13.344,p
GOOG260306P00225000,2026-02-19 19:11:36+00:00,225.0,0.05,101.0,213,304.79,34.8,0.06,14.2,p
GOOG260306P00230000,2026-02-24 16:16:08+00:00,230.0,0.02,11.0,88,310.81,34.91,0.06,9.322,p
GOOG260306P00235000,2026-02-24 18:52:35+00:00,235.0,0.02,1.0,52,310.62,34.75,0.04,9.213,p
GOOG260306P00240000,2026-02-20 18:29:52+00:00,240.0,0.03,6.0,50,314.72,36.54,0.02,13.229,p
GOOG260306P00245000,2026-02-25 16:44:22+00:00,245.0,0.02,13.0,167,311.19,33.75,0.02,8.303,p
GOOG260306P00250000,2026-02-24 19:32:03+00:00,250.0,0.07,102.0,220,310.53,35.13,0.02,9.186,p
GOOG260306P00255000,2026-02-24 20:07:54+00:00,255.0,0.1,70.0,490,311.146,35.4,0.02,9.161,p
GOOG260306P00260000,2026-02-25 16:44:22+00:00,260.0,0.09,14.0,214,311.19,33.75,0.02,8.303,p
GOOG260306P00265000,2026-02-25 16:29:08+00:00,265.0,0.15,19.0,506,310.63,34.01,0.01,8.313,p
GOOG260306P00270000,2026-02-25 16:50:18+00:00,270.0,0.19,81.0,591,311.23,33.74,0.02,8.298,p
GOOG260306P00272500,2026-02-25 16:49:57+00:00,272.5,0.24,9.0,19,311.23,33.74,0.01,8.299,p
GOOG260306P00275000,2026-02-25 16:56:34+00:00,275.0,0.3,19.0,516,311.0,33.81,0.03,8.294,p
GOOG260306P00277500,2026-02-25 16:47:25+00:00,277.5,0.37,8.0,83,310.9,33.76,0.02,8.3,p
GOOG260306P00280000,2026-02-25 16:55:34+00:00,280.0,0.47,168.0,1503,311.12,33.79,0.01,8.295,p
