contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
QQQ260319C00570000,2026-03-05 14:34:13,570.0,42.88,,10.0,609.985,25.38,32.55,33.85,1.3,14.226,c
QQQ260319C00580000,2026-03-05 14:34:13,580.0,34.04,,10.0,609.985,25.38,23.86,25.72,1.86,14.226,c
QQQ260319C00575000,2026-03-05 19:50:15,575.0,35.0,,5.0,604.61,27.9,27.81,29.69,1.88,14.007,c
QQQ260319P00615000,2026-03-05 20:33:12,615.0,14.38,,15.0,607.26,26.82,19.01,20.0,0.99,13.977,p
QQQ260319C00660000,2026-03-06 16:03:21,660.0,0.03,82.0,127.0,605.12,28.38,0.01,0.03,0.02,13.164,c
QQQ260319P00609000,2026-03-06 16:48:17,609.0,13.37,9.0,9.0,605.46,28.02,15.28,17.22,1.94,13.133,p
QQQ260319P00604000,2026-03-06 19:01:32,604.0,12.34,70.0,37.0,603.28,29.43,12.79,14.44,1.65,13.041,p
QQQ260319P00624000,2026-03-06 19:18:58,624.0,22.65,1.0,1.0,603.696,29.16,26.0,27.29,1.29,13.028,p
QQQ260319P00607000,2026-03-06 19:40:42,607.0,13.47,13.0,11.0,603.93,29.26,14.38,16.21,1.83,13.013,p
QQQ260319C00639000,2026-03-06 20:10:39,639.0,0.29,88.0,87.0,601.67,30.26,0.1,0.13,0.03,12.993,c
QQQ260319C00638000,2026-03-06 20:17:22,638.0,0.34,4.0,4.0,602.05,30.08,0.12,0.14,0.02,12.988,c
QQQ260319C00655000,2026-03-06 20:33:01,655.0,0.03,41.0,62.0,599.289,31.61,0.02,0.03,0.01,12.977,c
QQQ260319C00645000,2026-03-06 20:57:13,645.0,0.1,37.0,199.0,600.37,31.31,0.04,0.06,0.02,12.96,c
QQQ260319C00636000,2026-03-09 13:49:17,636.0,0.18,2.0,35.0,592.49,33.31,0.16,0.19,0.03,10.257,c
QQQ260319C00633000,2026-03-09 13:51:58,633.0,0.24,2.0,99.0,592.31,33.33,0.27,0.31,0.04,10.256,c
QQQ260319C00588000,2026-03-09 13:53:37,588.0,15.99,5.0,20.0,592.0,33.53,18.41,19.75,1.34,10.254,c
QQQ260319C00601000,2026-03-09 13:56:14,601.0,9.95,19.0,52.0,592.81,33.17,10.21,10.28,0.07,10.253,c
QQQ260319C00593000,2026-03-09 13:56:53,593.0,13.49,3.0,20.0,593.165,33.3,15.25,15.35,0.1,10.252,c
QQQ260319P00620000,2026-03-09 13:59:47,620.0,28.11,1.0,1.0,592.8,33.26,22.21,24.12,1.91,10.25,p
QQQ260319C00634000,2026-03-09 14:03:28,634.0,0.23,93.0,131.0,594.42,32.62,0.22,0.25,0.03,10.248,c
QQQ260319C00631000,2026-03-09 14:03:28,631.0,0.37,7.0,14.0,594.42,32.62,0.38,0.42,0.04,10.248,c
QQQ260319P00610000,2026-03-09 14:04:08,610.0,20.09,14.0,95.0,595.09,32.43,16.05,16.9,0.85,10.247,p
QQQ260319P00510000,2026-03-09 14:05:02,510.0,0.76,4.0,102.0,593.02,32.49,0.53,0.57,0.04,10.247,p
QQQ260319C00608000,2026-03-09 14:05:56,608.0,5.44,5.0,22.0,593.19,33.25,6.5,6.56,0.06,10.246,c
QQQ260319P00583000,2026-03-09 14:06:04,583.0,9.23,8.0,83.0,593.19,33.25,6.53,6.59,0.06,10.246,p
QQQ260319C00609000,2026-03-09 14:07:47,609.0,5.04,23.0,19.0,592.53,33.46,6.02,6.08,0.06,10.245,c
QQQ260319C00590000,2026-03-09 14:08:05,590.0,14.93,50.0,25.0,592.53,33.46,16.84,17.58,0.74,10.244,c
QQQ260319P00606000,2026-03-09 14:09:54,606.0,18.65,500.0,50.0,592.58,33.33,13.96,15.5,1.54,10.243,p
QQQ260319C00640000,2026-03-09 14:15:06,640.0,0.11,4.0,93.0,592.27,33.4,0.09,0.11,0.02,10.24,c
QQQ260319P00515000,2026-03-09 14:17:28,515.0,0.69,18.0,33.0,593.25,33.23,0.6,0.64,0.04,10.238,p
QQQ260319C00629000,2026-03-09 14:20:44,629.0,0.5,83.0,41.0,592.35,33.18,0.54,0.57,0.03,10.236,c
QQQ260319C00628000,2026-03-09 14:22:59,628.0,0.61,98.0,137.0,594.69,32.44,0.64,0.67,0.03,10.234,c
QQQ260319C00596000,2026-03-09 14:23:34,596.0,12.02,4.0,15.0,594.76,32.49,13.33,13.42,0.09,10.234,c
QQQ260319P00505000,2026-03-09 14:28:09,505.0,0.73,82.0,155.0,593.48,33.01,0.47,0.51,0.04,10.23,p
QQQ260319C00607000,2026-03-09 14:28:42,607.0,5.8,5.0,44.0,593.47,33.02,6.98,7.04,0.06,10.23,c
QQQ260319C00625000,2026-03-09 14:32:38,625.0,0.91,73.0,644.0,594.06,32.85,1.03,1.06,0.03,10.227,c
QQQ260319C00604000,2026-03-09 14:36:20,604.0,7.44,3.0,200.0,595.33,32.25,8.54,8.6,0.06,10.225,c
QQQ260319C00614000,2026-03-09 14:38:24,614.0,3.86,41.0,8.0,595.89,32.1,3.94,3.99,0.05,10.223,c
QQQ260319P00587000,2026-03-09 14:40:30,587.0,9.09,18.0,67.0,595.46,32.18,7.52,7.58,0.06,10.222,p
QQQ260319P00525000,2026-03-09 14:42:38,525.0,1.05,91.0,5.0,595.88,31.95,0.81,0.83,0.02,10.22,p
QQQ260319P00596000,2026-03-09 14:45:31,596.0,11.27,9.0,9.0,597.52,31.44,10.38,10.44,0.06,10.218,p
QQQ260319C00637000,2026-03-09 14:46:57,637.0,0.17,34.0,125.0,597.59,31.3,0.14,0.16,0.02,10.217,c
QQQ260319C00650000,2026-03-09 14:48:56,650.0,0.04,1.0,100.0,597.57,31.25,0.02,0.04,0.02,10.216,c
QQQ260319P00584000,2026-03-09 14:50:34,584.0,7.22,33.0,53.0,597.59,31.19,6.71,6.77,0.06,10.215,p
QQQ260319C00616000,2026-03-09 14:53:18,616.0,3.3,39.0,8.0,597.5,31.08,3.23,3.28,0.05,10.213,c
QQQ260319P00530000,2026-03-09 14:53:55,530.0,1.04,73.0,420.0,597.695,31.09,0.91,0.93,0.02,10.213,p
QQQ260319C00622000,2026-03-09 14:55:04,622.0,1.62,17.0,51.0,597.7,31.08,1.55,1.6,0.05,10.212,c
QQQ260319P00592000,2026-03-09 14:56:10,592.0,9.47,20.0,50.0,597.1,31.2,9.02,9.08,0.06,10.211,p
QQQ260319C00630000,2026-03-09 14:59:06,630.0,0.47,91.0,511.0,597.05,31.09,0.46,0.49,0.03,10.209,c
QQQ260319C00627000,2026-03-09 14:59:06,627.0,0.75,179.0,18.0,597.05,31.09,0.75,0.78,0.03,10.209,c
QQQ260319C00595000,2026-03-09 15:00:04,595.0,13.46,66.0,63.0,597.386,31.09,13.97,14.06,0.09,10.208,c
QQQ260319C00618000,2026-03-09 15:01:00,618.0,2.72,13.0,13.0,597.76,31.03,2.58,2.62,0.04,10.208,c
QQQ260319P00500000,2026-03-09 15:01:51,500.0,0.5,108.0,94.0,597.56,30.93,0.44,0.47,0.03,10.207,p
