contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
GOOG260227C00165000,2026-02-25 20:34:18+00:00,165.0,147.12,9.0,26,311.87,34.04,139.1,142.5,3.4,2.018,c
GOOG260227C00170000,2026-02-25 19:33:08+00:00,170.0,141.0,2.0,43,310.81,33.95,134.05,137.45,3.4,2.06,c
GOOG260227C00175000,2026-02-24 18:41:35+00:00,175.0,136.27,25.0,44,310.51,34.76,129.0,132.45,3.45,3.096,c
GOOG260227C00180000,2026-02-24 20:47:36+00:00,180.0,127.09,6.0,38,311.06,35.19,124.25,128.25,4.0,3.009,c
GOOG260227C00190000,2026-02-24 20:47:14+00:00,190.0,121.25,9.0,9,311.185,35.21,113.85,117.3,3.45,3.009,c
GOOG260227C00195000,2026-02-24 20:47:52+00:00,195.0,116.28,10.0,13,311.185,35.21,109.1,112.55,3.45,3.008,c
GOOG260227C00200000,2026-02-24 20:47:31+00:00,200.0,111.28,9.0,20,311.06,35.19,103.9,107.3,3.4,3.009,c
GOOG260227C00205000,2026-02-24 20:47:58+00:00,205.0,106.31,11.0,13,311.185,35.21,99.1,102.45,3.35,3.008,c
GOOG260227C00210000,2026-02-25 16:22:29+00:00,210.0,100.45,2.0,114,310.43,34.06,94.1,98.05,3.95,2.193,c
GOOG260227C00215000,2026-02-24 20:42:39+00:00,215.0,96.17,3.0,7,311.1,35.32,89.15,93.1,3.95,3.012,c
GOOG260227C00220000,2026-02-24 20:42:29+00:00,220.0,91.2,3.0,77,310.815,35.39,84.1,87.3,3.2,3.012,c
GOOG260227C00225000,2026-02-13 20:49:20+00:00,225.0,81.05,1.0,2,306.033,36.64,79.2,83.1,3.9,14.007,c
GOOG260227C00230000,2026-02-18 16:08:20+00:00,230.0,74.79,,0,306.033,36.64,74.0,77.85,3.85,9.203,c
GOOG260227C00235000,2026-02-26 16:25:50+00:00,235.0,71.85,5.0,21,306.9,34.45,68.75,72.3,3.55,1.19,c
GOOG260227C00240000,2026-02-25 19:36:43+00:00,240.0,70.99,1.0,9,310.71,33.98,63.9,67.3,3.4,2.058,c
GOOG260227C00245000,2026-02-24 20:51:13+00:00,245.0,66.57,6.0,133,311.43,35.1,59.5,62.7,3.2,3.006,c
GOOG260227C00250000,2026-02-25 20:49:01+00:00,250.0,63.02,4.0,25,312.51,34.0,53.9,57.45,3.55,2.008,c
GOOG260227C00255000,2026-02-24 19:10:29+00:00,255.0,55.93,6.0,21,310.51,34.96,49.15,52.9,3.75,3.076,c
