contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
GLD260227C00250000,2026-02-26 18:22:20+00:00,250.0,225.56,2.0,3,475.6,33.2,223.55,226.05,2.5,1.109,c
GLD260227C00255000,2026-02-25 17:32:45+00:00,255.0,223.94,6.0,2,479.0,34.66,219.0,221.15,2.15,2.144,c
GLD260227C00260000,2026-02-25 14:58:37+00:00,260.0,216.84,2.0,3,477.08,35.46,213.95,216.5,2.55,2.251,c
GLD260227C00265000,2026-02-25 17:50:08+00:00,265.0,213.97,9.0,3,478.365,34.64,208.3,211.65,3.35,2.132,c
GLD260227C00290000,2026-02-26 16:31:46+00:00,290.0,185.9,4.0,1,475.89,33.48,183.25,186.55,3.3,1.186,c
GLD260227C00295000,2026-02-26 16:31:46+00:00,295.0,181.02,4.0,3,475.89,33.48,178.4,181.2,2.8,1.186,c
GLD260227C00300000,2026-02-20 20:15:29+00:00,300.0,167.09,1.0,0,466.835,34.81,173.95,176.35,2.4,7.031,c
GLD260227C00305000,2026-02-26 17:14:36+00:00,305.0,171.56,13.0,12,475.8,33.42,168.75,171.3,2.55,1.157,c
GLD260227C00310000,2026-02-26 17:14:36+00:00,310.0,166.7,13.0,5,475.8,33.42,163.5,166.75,3.25,1.157,c
GLD260227C00315000,2026-02-19 19:52:57+00:00,315.0,143.33,,5,476.4,33.03,158.35,161.1,2.75,8.047,c
GLD260227C00320000,2026-02-26 16:27:47+00:00,320.0,155.84,8.0,5,475.83,33.49,153.4,156.75,3.35,1.189,c
GLD260227C00325000,2026-02-26 16:30:07+00:00,325.0,150.8,13.0,1,475.9,33.49,148.85,151.0,2.15,1.187,c
GLD260227C00330000,2026-02-26 16:30:07+00:00,330.0,145.92,4.0,2,475.9,33.49,143.4,146.2,2.8,1.187,c
GLD260227C00335000,2026-02-26 16:34:53+00:00,335.0,140.93,1.0,5,476.156,33.42,138.95,141.2,2.25,1.184,c
GLD260227C00340000,2026-02-26 16:34:53+00:00,340.0,136.0,1.0,6,476.156,33.42,133.45,136.4,2.95,1.184,c
GLD260227C00345000,2026-02-12 18:43:26+00:00,345.0,109.36,1.0,0,463.615,34.88,128.5,131.35,2.85,15.095,c
GLD260227C00350000,2026-02-20 19:25:38+00:00,350.0,116.45,2.0,5,466.0,34.87,123.45,126.35,2.9,7.066,c
GLD260227C00355000,2026-02-26 16:27:22+00:00,355.0,121.04,1.0,2,475.83,33.49,118.35,121.95,3.6,1.189,c
GLD260227C00360000,2026-02-26 16:27:22+00:00,360.0,116.18,1.0,9,475.83,33.49,113.6,116.4,2.8,1.189,c
GLD260227C00365000,2026-02-26 16:27:45+00:00,365.0,111.09,2.0,5,475.83,33.49,108.35,111.35,3.0,1.189,c
GLD260227C00370000,2026-02-26 16:27:45+00:00,370.0,106.02,2.0,8,475.83,33.49,104.0,106.05,2.05,1.189,c
GLD260227C00375000,2026-02-18 19:46:26+00:00,375.0,83.43,1.0,29,463.615,34.88,98.5,101.1,2.6,9.051,c
GLD260227C00380000,2026-02-24 15:54:25+00:00,380.0,93.4,1.0,32,472.93,36.5,93.55,96.3,2.75,3.212,c
GLD260227C00381000,2026-02-09 17:59:51+00:00,381.0,84.34,1.0,1,476.4,33.03,92.65,95.0,2.35,18.125,c
GLD260227C00382000,2026-02-26 17:17:20+00:00,382.0,94.32,2.0,12,475.81,33.4,91.45,94.5,3.05,1.155,c
GLD260227C00383000,2026-02-26 17:17:20+00:00,383.0,93.43,3.0,17,475.81,33.4,90.45,93.85,3.4,1.155,c
GLD260227C00384000,2026-02-26 17:15:31+00:00,384.0,92.65,1.0,15,475.73,33.4,89.45,92.5,3.05,1.156,c
GLD260227C00385000,2026-02-26 17:15:49+00:00,385.0,91.56,3.0,36,475.8,33.42,88.55,91.1,2.55,1.156,c
GLD260227C00386000,2026-02-26 17:15:49+00:00,386.0,90.66,6.0,18,475.8,33.42,87.5,90.55,3.05,1.156,c
GLD260227C00387000,2026-02-26 16:33:47+00:00,387.0,89.57,2.0,14,475.8,33.44,86.9,89.4,2.5,1.185,c
GLD260227C00388000,2026-02-26 16:32:41+00:00,388.0,88.06,3.0,14,476.07,33.48,85.55,88.55,3.0,1.186,c
GLD260227C00389000,2026-02-26 16:32:41+00:00,389.0,87.13,4.0,4,476.07,33.48,84.65,87.0,2.35,1.186,c
GLD260227C00390000,2026-02-26 17:28:24+00:00,390.0,86.22,5.0,18,475.4,33.37,83.7,86.25,2.55,1.147,c
GLD260227C00391000,2026-02-26 17:28:24+00:00,391.0,85.29,6.0,3,475.4,33.37,82.95,85.05,2.1,1.147,c
GLD260227C00392000,2026-02-26 15:29:36+00:00,392.0,80.23,5.0,24,472.68,33.19,81.7,84.2,2.5,1.229,c
GLD260227C00393000,2026-02-26 15:29:36+00:00,393.0,82.95,4.0,6,472.68,33.19,80.65,83.0,2.35,1.229,c
GLD260227C00394000,2026-02-26 16:34:38+00:00,394.0,82.02,6.0,6,476.17,33.41,79.65,82.2,2.55,1.184,c
GLD260227C00395000,2026-02-26 16:34:38+00:00,395.0,81.09,4.0,16,476.17,33.41,78.7,81.0,2.3,1.184,c
GLD260227C00396000,2026-02-26 16:30:21+00:00,396.0,79.97,2.0,12,475.9,33.49,77.65,80.05,2.4,1.187,c
GLD260227C00397000,2026-02-26 16:30:21+00:00,397.0,78.99,2.0,33,475.9,33.49,76.65,79.05,2.4,1.187,c
GLD260227C00398000,2026-02-25 19:25:42+00:00,398.0,80.06,2.0,27,477.47,34.66,75.65,78.1,2.45,2.065,c
GLD260227C00399000,2026-02-25 19:27:10+00:00,399.0,79.19,4.0,13,477.54,34.66,74.65,77.3,2.65,2.064,c
GLD260227C00400000,2026-02-26 15:36:58+00:00,400.0,74.4,8.0,110,474.24,33.34,73.65,76.15,2.5,1.224,c
GLD260227C00401000,2026-02-24 20:40:45+00:00,401.0,74.52,4.0,17,475.15,37.6,72.65,75.05,2.4,3.013,c
GLD260227C00402000,2026-02-24 20:40:21+00:00,402.0,73.55,4.0,6,475.15,37.6,71.95,74.1,2.15,3.014,c
GLD260227C00403000,2026-02-24 18:07:25+00:00,403.0,71.63,2.0,13,474.93,35.55,70.65,73.05,2.4,3.12,c
GLD260227C00404000,2026-02-17 17:15:29+00:00,404.0,44.32,3.0,12,463.615,34.88,69.65,72.2,2.55,10.156,c
GLD260227C00405000,2026-02-24 17:32:58+00:00,405.0,68.95,2.0,35,474.08,35.46,68.65,71.05,2.4,3.144,c
GLD260227C00406000,2026-02-24 17:32:58+00:00,406.0,67.97,2.0,11,474.08,35.46,67.65,70.05,2.4,3.144,c
GLD260227C00407000,2026-02-10 18:13:00+00:00,407.0,55.83,1.0,28,463.615,34.88,66.65,69.05,2.4,17.116,c
GLD260227C00408000,2026-02-24 20:53:11+00:00,408.0,67.74,98.0,49,474.38,37.6,65.65,68.05,2.4,3.005,c
GLD260227C00409000,2026-02-25 14:57:26+00:00,409.0,68.3,1.0,55,476.92,35.45,64.65,67.05,2.4,2.252,c
GLD260227C00410000,2026-02-26 15:52:25+00:00,410.0,66.59,1.0,1037,476.87,33.47,63.65,66.35,2.7,1.214,c
GLD260227C00411000,2026-02-26 17:19:44+00:00,411.0,65.04,1.0,11,475.665,33.38,62.65,65.1,2.45,1.153,c
GLD260227C00412000,2026-02-25 19:31:41+00:00,412.0,66.2,5.0,128,477.973,34.68,61.65,64.05,2.4,2.061,c
GLD260227C00413000,2026-02-25 21:03:16+00:00,413.0,60.94,5.0,106,473.456,34.94,61.75,63.65,1.9,1.998,c
GLD260227C00414000,2026-02-24 21:08:34+00:00,414.0,61.2,4.0,59,474.58,37.55,59.75,62.0,2.25,2.994,c
GLD260227C00415000,2026-02-26 16:35:34+00:00,415.0,61.1,2.0,925,476.21,33.41,58.65,61.0,2.35,1.184,c
GLD260227C00416000,2026-02-26 16:35:34+00:00,416.0,60.13,22.0,36,476.21,33.41,57.95,60.0,2.05,1.184,c
GLD260227C00417000,2026-02-26 16:34:23+00:00,417.0,59.18,20.0,46,476.156,33.42,56.7,59.1,2.4,1.184,c
GLD260227C00418000,2026-02-24 19:20:14+00:00,418.0,55.87,1.0,20,473.45,36.27,55.65,58.1,2.45,3.069,c
GLD260227C00419000,2026-02-24 17:40:42+00:00,419.0,55.35,32.0,41,474.225,35.38,54.7,57.05,2.35,3.138,c
GLD260227C00420000,2026-02-26 15:18:32+00:00,420.0,53.4,4.0,131,473.92,33.07,53.85,56.15,2.3,1.237,c
GLD260227C00421000,2026-02-25 19:30:08+00:00,421.0,57.24,12.0,170,478.18,34.68,52.7,55.15,2.45,2.062,c
GLD260227C00422000,2026-02-24 17:45:12+00:00,422.0,52.33,2.0,147,474.34,35.39,51.7,54.2,2.5,3.135,c
GLD260227C00423000,2026-02-24 17:45:12+00:00,423.0,51.35,38.0,65,474.34,35.39,50.7,53.15,2.45,3.135,c
GLD260227C00424000,2026-02-26 14:43:33+00:00,424.0,51.4,1.0,23,475.18,33.34,49.8,52.05,2.25,1.261,c
GLD260227C00425000,2026-02-24 17:38:20+00:00,425.0,49.15,4.0,414,473.995,35.45,49.95,51.1,1.15,3.14,c
GLD260227C00426000,2026-02-24 19:21:23+00:00,426.0,48.44,5.0,397,473.158,36.27,48.75,50.25,1.5,3.068,c
GLD260227C00427000,2026-02-25 18:02:50+00:00,427.0,51.97,5.0,89,478.57,34.68,46.8,49.25,2.45,2.123,c
GLD260227C00428000,2026-02-26 15:59:48+00:00,428.0,48.73,1.0,131,476.41,33.68,45.85,48.45,2.6,1.208,c
GLD260227C00429000,2026-02-25 19:30:55+00:00,429.0,49.15,2.0,417,478.18,34.68,44.7,47.1,2.4,2.062,c
GLD260227C00430000,2026-02-26 15:55:56+00:00,430.0,47.26,18.0,379,476.95,33.63,44.1,46.15,2.05,1.211,c
GLD260227C00431000,2026-02-26 17:14:02+00:00,431.0,45.19,18.0,181,475.92,33.43,43.0,45.05,2.05,1.157,c
GLD260227C00432000,2026-02-18 16:30:49+00:00,432.0,29.32,1.0,48,476.4,33.03,42.55,44.1,1.55,9.187,c
GLD260227C00433000,2026-02-20 17:10:59+00:00,433.0,34.24,2.0,395,465.73,34.58,40.6,43.25,2.65,7.159,c
GLD260227C00434000,2026-02-25 19:53:38+00:00,434.0,45.0,3.0,272,478.4,35.11,39.7,42.3,2.6,2.046,c
GLD260227C00435000,2026-02-26 17:29:23+00:00,435.0,40.64,2.0,374,475.4,33.35,38.7,41.05,2.35,1.146,c
GLD260227C00436000,2026-02-25 18:01:50+00:00,436.0,42.9,5.0,225,478.59,34.68,37.75,40.25,2.5,2.124,c
GLD260227C00437000,2026-02-26 16:20:33+00:00,437.0,38.94,1.0,130,476.04,33.54,37.05,39.15,2.1,1.194,c
GLD260227C00438000,2026-02-26 17:43:26+00:00,438.0,37.76,2.0,141,475.55,33.36,36.1,37.55,1.45,1.137,c
GLD260227C00439000,2026-02-25 14:32:24+00:00,439.0,34.0,4.0,595,475.98,35.6,35.4,37.0,1.6,2.269,c
GLD260227C00440000,2026-02-26 17:28:32+00:00,440.0,36.24,13.0,558,475.4,33.35,34.25,35.85,1.6,1.147,c
GLD260227C00441000,2026-02-26 17:28:32+00:00,441.0,35.26,6.0,293,475.4,33.35,32.8,35.2,2.4,1.147,c
GLD260227C00442000,2026-02-26 18:31:23+00:00,442.0,34.13,5.0,65,475.64,33.13,32.15,34.05,1.9,1.103,c
GLD260227C00443000,2026-02-26 17:30:47+00:00,443.0,32.98,12.0,92,475.3,33.36,30.8,33.25,2.45,1.145,c
GLD260227C00444000,2026-02-26 17:30:47+00:00,444.0,32.0,12.0,57,475.3,33.36,30.2,32.1,1.9,1.145,c
GLD260227C00445000,2026-02-26 17:33:50+00:00,445.0,30.4,27.0,457,475.63,33.36,29.15,30.6,1.45,1.143,c
GLD260227C00446000,2026-02-26 18:10:51+00:00,446.0,29.5,17.0,89,475.04,33.16,28.1,30.15,2.05,1.117,c
GLD260227C00447000,2026-02-26 17:31:55+00:00,447.0,28.94,5.0,1722,475.34,33.36,27.1,29.25,2.15,1.145,c
GLD260227C00448000,2026-02-25 19:32:43+00:00,448.0,30.28,13.0,130,477.881,34.69,25.9,28.1,2.2,2.061,c
GLD260227C00449000,2026-02-25 18:33:41+00:00,449.0,27.5,1.0,1651,478.54,34.62,24.85,27.15,2.3,2.102,c
GLD260227C00450000,2026-02-26 17:20:03+00:00,450.0,26.0,511.0,3554,476.0,33.39,24.1,25.95,1.85,1.153,c
GLD260227C00451000,2026-02-26 15:31:47+00:00,451.0,22.23,9.0,462,472.77,33.24,23.4,24.85,1.45,1.228,c
GLD260227C00452000,2026-02-26 16:46:28+00:00,452.0,24.59,4.0,180,476.32,33.38,22.4,23.7,1.3,1.176,c
GLD260227C00453000,2026-02-26 18:29:16+00:00,453.0,22.81,20.0,460,475.605,33.16,21.35,22.9,1.55,1.105,c
GLD260227C00454000,2026-02-26 17:55:32+00:00,454.0,21.22,13.0,287,474.53,33.25,20.35,21.7,1.35,1.128,c
GLD260227C00455000,2026-02-26 18:17:24+00:00,455.0,20.75,63.0,1065,475.35,33.21,19.95,20.75,0.8,1.113,c
GLD260227C00456000,2026-02-26 16:06:06+00:00,456.0,20.55,5.0,904,475.755,33.58,18.45,19.75,1.3,1.204,c
GLD260227C00457000,2026-02-26 18:04:34+00:00,457.0,18.35,20.0,1097,475.039,33.21,17.4,18.75,1.35,1.122,c
GLD260227C00458000,2026-02-26 18:33:26+00:00,458.0,18.25,13.0,800,475.76,33.11,16.55,17.8,1.25,1.102,c
GLD260227C00459000,2026-02-26 17:18:11+00:00,459.0,17.48,12.0,207,475.69,33.4,15.75,16.8,1.05,1.154,c
GLD260227C00460000,2026-02-26 18:35:16+00:00,460.0,14.84,316.0,6528,474.79,33.1,14.75,15.85,1.1,1.101,c
GLD260227C00461000,2026-02-26 18:15:21+00:00,461.0,14.73,28.0,650,475.485,33.21,14.05,15.45,1.4,1.114,c
GLD260227C00462000,2026-02-26 17:39:37+00:00,462.0,14.11,34.0,304,475.6,33.36,13.05,13.95,0.9,1.139,c
GLD260227C00463000,2026-02-26 18:29:16+00:00,463.0,13.12,64.0,956,475.605,33.16,11.8,13.0,1.2,1.105,c
GLD260227C00464000,2026-02-26 17:55:32+00:00,464.0,11.61,47.0,313,474.53,33.25,10.85,12.35,1.5,1.128,c
GLD260227C00465000,2026-02-26 18:34:13+00:00,465.0,11.48,315.0,6352,474.71,33.09,10.55,11.2,0.65,1.101,c
GLD260227C00466000,2026-02-26 18:34:46+00:00,466.0,9.71,67.0,1588,474.71,33.09,9.2,10.25,1.05,1.101,c
GLD260227C00467000,2026-02-26 18:31:30+00:00,467.0,9.62,126.0,1336,475.82,33.13,8.4,9.35,0.95,1.103,c
GLD260227C00468000,2026-02-26 18:05:21+00:00,468.0,8.25,80.0,473,475.039,33.21,7.85,8.5,0.65,1.121,c
GLD260227C00469000,2026-02-26 17:29:04+00:00,469.0,8.06,54.0,144,475.4,33.35,6.45,7.65,1.2,1.146,c
GLD260227C00470000,2026-02-26 18:37:52+00:00,470.0,6.48,841.0,5315,474.66,33.1,6.2,6.85,0.65,1.099,c
GLD260227C00471000,2026-02-26 18:27:11+00:00,471.0,6.11,110.0,459,475.52,33.18,5.35,6.1,0.75,1.106,c
GLD260227C00472000,2026-02-26 18:35:15+00:00,472.0,4.85,278.0,630,474.79,33.1,4.55,5.35,0.8,1.101,c
GLD260227C00473000,2026-02-26 18:35:16+00:00,473.0,4.0,279.0,699,474.79,33.1,4.25,4.6,0.35,1.101,c
GLD260227C00474000,2026-02-26 18:37:59+00:00,474.0,3.65,641.0,946,474.66,33.1,3.7,4.05,0.35,1.099,c
GLD260227C00475000,2026-02-26 18:38:03+00:00,475.0,3.0,11152.0,37021,475.025,33.1,3.2,3.5,0.3,1.099,c
GLD260227C00476000,2026-02-26 18:35:17+00:00,476.0,2.4,1215.0,1089,474.79,33.1,2.65,2.95,0.3,1.1,c
GLD260227C00477000,2026-02-26 18:35:47+00:00,477.0,2.23,1963.0,1075,474.79,33.1,2.19,2.56,0.37,1.1,c
GLD260227C00478000,2026-02-26 18:37:35+00:00,478.0,1.95,1429.0,1355,475.025,33.1,1.69,2.04,0.35,1.099,c
GLD260227C00479000,2026-02-26 18:35:30+00:00,479.0,1.45,444.0,793,475.085,33.11,1.42,1.7,0.28,1.1,c
GLD260227C00480000,2026-02-26 18:35:32+00:00,480.0,1.22,4315.0,6727,475.085,33.11,1.15,1.44,0.29,1.1,c
GLD260227C00481000,2026-02-26 18:36:05+00:00,481.0,1.0,578.0,436,475.085,33.11,0.93,1.16,0.23,1.1,c
GLD260227C00482000,2026-02-26 18:36:40+00:00,482.0,0.94,1001.0,779,475.085,33.11,0.73,0.96,0.23,1.1,c
GLD260227C00483000,2026-02-26 18:35:13+00:00,483.0,0.67,292.0,1021,474.79,33.1,0.58,0.84,0.26,1.101,c
GLD260227C00484000,2026-02-26 18:35:23+00:00,484.0,0.52,2303.0,2264,474.79,33.1,0.51,0.66,0.15,1.1,c
GLD260227C00485000,2026-02-26 18:37:57+00:00,485.0,0.48,11387.0,34762,474.66,33.1,0.48,0.5,0.02,1.099,c
GLD260227C00486000,2026-02-26 18:34:42+00:00,486.0,0.38,1150.0,1264,474.71,33.09,0.28,0.47,0.19,1.101,c
GLD260227C00487000,2026-02-26 18:00:59+00:00,487.0,0.33,238.0,1318,474.85,33.23,0.27,0.41,0.14,1.124,c
