contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
QQQ260311C00665000,2026-02-25 18:16:26,665.0,0.04,,1,599.82,26.77,0.0,0.01,0.01,14.072,c
QQQ260311C00670000,2026-02-26 17:53:15,670.0,0.02,,2,599.82,26.77,0.0,0.01,0.01,13.088,c
QQQ260311P00627000,2026-02-27 15:32:47,627.0,21.79,4.0,3,599.82,26.77,22.88,23.65,0.77,12.186,p
QQQ260311C00660000,2026-03-02 15:55:00,660.0,0.02,1.0,1,605.13,25.89,0.0,0.01,0.01,9.17,c
QQQ260311P00629000,2026-03-03 14:48:12,629.0,32.42,3.0,0,596.05,29.81,24.22,25.65,1.43,8.217,p
QQQ260311P00505000,2026-03-04 15:21:04,505.0,0.09,1.0,1,609.47,24.69,0.07,0.09,0.02,7.194,p
QQQ260311C00655000,2026-03-04 16:31:57,655.0,0.03,1.0,75,610.48,24.52,0.0,0.01,0.01,7.144,c
QQQ260311P00622000,2026-03-05 16:02:23,622.0,13.81,1.0,122,609.07,26.0,18.15,19.08,0.93,6.165,p
QQQ260311C00649000,2026-03-05 16:14:05,649.0,0.01,410.0,394,607.4,26.55,0.0,0.01,0.01,6.157,c
QQQ260311C00650000,2026-03-05 17:01:04,650.0,0.01,435.0,436,608.87,26.11,0.0,0.01,0.01,6.124,c
QQQ260311P00625000,2026-03-05 17:33:38,625.0,20.45,3.0,66,604.56,27.69,20.38,21.83,1.45,6.102,p
QQQ260311C00580000,2026-03-05 18:45:45,580.0,25.23,1.0,76,603.975,28.09,25.22,26.21,0.99,6.052,c
QQQ260311C00638000,2026-03-05 21:08:27,638.0,0.02,310.0,457,608.97,25.92,0.01,0.02,0.01,5.952,c
QQQ260311C00645000,2026-03-06 15:07:50,645.0,0.01,155.0,221,601.14,29.73,0.0,0.01,0.01,5.203,c
QQQ260311C00636000,2026-03-06 15:19:42,636.0,0.03,41.0,140,602.64,29.04,0.01,0.02,0.01,5.195,c
QQQ260311C00648000,2026-03-06 15:22:20,648.0,0.01,5.0,47,603.045,29.05,0.0,0.01,0.01,5.193,c
QQQ260311P00620000,2026-03-06 15:29:53,620.0,17.58,2.0,21,603.85,28.69,16.44,17.32,0.88,5.188,p
QQQ260311P00630000,2026-03-06 15:44:33,630.0,25.9,1.0,0,603.7,28.64,25.06,26.37,1.31,5.177,p
QQQ260311P00616000,2026-03-06 16:03:56,616.0,11.76,3.0,102,605.34,28.19,12.85,14.39,1.54,5.164,p
QQQ260311C00633000,2026-03-06 16:30:17,633.0,0.03,66.0,541,603.48,28.7,0.03,0.04,0.01,5.146,c
QQQ260311P00535000,2026-03-06 16:58:43,535.0,0.14,30.0,235,605.03,28.21,0.15,0.16,0.01,5.126,p
QQQ260311P00565000,2026-03-06 17:00:44,565.0,0.73,58.0,597,604.99,28.29,0.59,0.62,0.03,5.124,p
QQQ260311P00520000,2026-03-06 17:14:52,520.0,0.1,16.0,74,603.77,28.88,0.1,0.11,0.01,5.115,p
QQQ260311C00630000,2026-03-06 17:25:49,630.0,0.08,67.0,864,603.01,29.18,0.07,0.09,0.02,5.107,c
QQQ260311P00540000,2026-03-06 17:26:19,540.0,0.19,85.0,128,603.01,29.18,0.18,0.19,0.01,5.107,p
QQQ260311C00590000,2026-03-06 17:27:38,590.0,16.83,123.0,184,603.6,29.05,16.94,18.0,1.06,5.106,c
QQQ260311P00582000,2026-03-06 17:33:51,582.0,2.28,53.0,298,603.62,29.09,1.89,1.93,0.04,5.101,p
QQQ260311P00550000,2026-03-06 17:35:51,550.0,0.3,151.0,3727,602.53,29.39,0.26,0.27,0.01,5.1,p
QQQ260311C00585000,2026-03-06 17:36:56,585.0,20.47,3.0,123,602.49,29.59,21.06,22.07,1.01,5.099,c
