contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
AAPL260311C00220000,2026-02-24 14:51:15,220.0,54.57,,4,260.65,32.13,35.7,38.1,2.4,15.214,c
AAPL260311P00200000,2026-03-02 20:53:03,200.0,0.03,1.0,41,264.2,30.93,0.0,0.03,0.03,8.963,p
AAPL260311P00285000,2026-03-03 14:43:18,285.0,22.0,1.0,0,263.17,33.77,26.75,29.4,2.65,8.22,p
AAPL260311C00295000,2026-03-04 18:05:31,295.0,0.04,1.0,103,264.11,29.82,0.0,0.14,0.14,7.08,c
AAPL260311C00290000,2026-03-05 15:39:25,290.0,0.02,1.0,45,260.0,31.0,0.0,0.04,0.04,6.181,c
AAPL260311P00280000,2026-03-05 20:03:35,280.0,22.57,10.0,0,258.121,32.73,21.45,24.25,2.8,5.998,p
AAPL260311C00287500,2026-03-05 20:56:34,287.5,0.01,1.0,10,260.54,31.3,0.0,0.22,0.22,5.961,c
AAPL260311C00245000,2026-03-06 15:56:10,245.0,13.2,2.0,65,257.4,32.68,12.1,12.9,0.8,5.169,c
AAPL260311C00282500,2026-03-06 17:32:11,282.5,0.02,243.0,105,256.87,33.16,0.01,0.02,0.01,5.103,c
AAPL260311P00275000,2026-03-06 17:34:28,275.0,18.26,36.0,59,257.04,33.02,17.15,19.45,2.3,5.101,p
AAPL260311P00265000,2026-03-06 17:37:33,265.0,8.96,30.0,512,256.37,33.51,8.55,9.15,0.6,5.099,p
AAPL260311C00285000,2026-03-06 17:41:26,285.0,0.02,17.0,575,256.29,33.54,0.0,0.02,0.02,5.096,c
AAPL260311C00250000,2026-03-06 17:41:34,250.0,7.97,140.0,65,256.215,33.52,7.95,8.1,0.15,5.096,c
AAPL260311C00277500,2026-03-06 17:42:26,277.5,0.04,156.0,398,256.215,33.52,0.03,0.04,0.01,5.096,c
AAPL260311P00270000,2026-03-06 17:56:15,270.0,14.29,29.0,118,256.66,33.31,12.3,14.1,1.8,5.086,p
AAPL260311C00300000,2026-03-06 17:59:58,300.0,0.02,2.0,25,256.565,33.27,0.0,0.02,0.02,5.083,c
AAPL260311P00220000,2026-03-06 18:06:28,220.0,0.06,103.0,23,256.851,32.98,0.06,0.08,0.02,5.079,p
AAPL260311P00272500,2026-03-06 18:06:53,272.5,15.6,1.0,63,256.905,32.96,14.5,16.65,2.15,5.079,p
