contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
QQQ260306P00695000,2026-01-23 14:47:03,695.0,75.45,1.0,0,599.82,26.77,89.46,92.8,3.34,42.259,p
QQQ260306P00649000,2026-01-30 20:19:28,649.0,30.76,1.0,0,599.82,26.77,43.91,45.5,1.59,35.028,p
QQQ260306P00643000,2026-02-02 15:03:56,643.0,22.68,2.0,0,599.82,26.77,37.39,40.13,2.74,32.247,p
QQQ260306C00735000,2026-02-03 14:39:07,735.0,0.02,300.0,330,599.82,26.77,0.0,0.01,0.01,31.265,c
QQQ260306C00745000,2026-02-03 20:59:16,745.0,0.02,1.0,195,599.82,26.77,0.0,0.01,0.01,31.001,c
QQQ260306P00646000,2026-02-04 16:22:19,646.0,39.89,4.0,0,599.82,26.77,41.75,43.31,1.56,30.193,p
QQQ260306C00750000,2026-02-06 14:30:07,750.0,0.02,100.0,183,599.82,26.77,0.0,0.01,0.01,28.271,c
QQQ260306C00715000,2026-02-09 20:52:18,715.0,0.03,41.0,54,599.82,26.77,0.0,0.01,0.01,25.005,c
QQQ260306C00740000,2026-02-10 15:36:14,740.0,0.02,10.0,174,599.82,26.77,0.0,0.01,0.01,24.225,c
QQQ260306C00810000,2026-02-10 16:17:33,810.0,0.01,,7,599.82,26.77,0.0,0.01,0.01,24.196,c
QQQ260306C00780000,2026-02-10 19:30:47,780.0,0.01,2.0,3332,599.82,26.77,0.0,0.01,0.01,24.062,c
QQQ260306C00850000,2026-02-11 16:10:41,850.0,0.01,2.0,1,599.82,26.77,0.0,0.01,0.01,23.201,c
QQQ260306C00730000,2026-02-11 16:28:53,730.0,0.01,1.0,15,599.82,26.77,0.0,0.01,0.01,23.188,c
QQQ260306C00760000,2026-02-11 16:44:59,760.0,0.01,2.0,114,599.82,26.77,0.0,0.01,0.01,23.177,c
QQQ260306C00790000,2026-02-11 16:49:54,790.0,0.01,60.0,67,599.82,26.77,0.0,0.01,0.01,23.174,c
